exit_rule,n_trades,total_pnl,t_stat,hit_rate,avg_hold_time,exit_buffer,max_hold_seconds
expiry,110,26.66,3.4456720640266196,0.7454545454545455,163.14545454545456,,
convergence,110,10.281,2.063275507986478,0.5818181818181818,45.654545454545456,0.01,60.0
convergence,110,15.451000000000004,2.971680651594443,0.6272727272727273,75.18181818181819,0.01,120.0
convergence,110,20.431,3.554928846309085,0.7090909090909091,92.15454545454546,0.01,180.0
convergence,110,15.411000000000001,2.950153687197118,0.6272727272727273,74.34545454545454,0.015,120.0
convergence,110,15.381000000000004,2.938465849013033,0.6272727272727273,74.31818181818181,0.02,120.0
