source_timestamp,received_timestamp,data_timestamp_raw,asset,mid,bid,ask,source,is_observed
2026-01-07T03:03:09+00:00,2026-01-07T03:04:16.076066+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:10+00:00,2026-01-07T03:04:17.070903+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:11+00:00,2026-01-07T03:04:18.066364+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:12+00:00,2026-01-07T03:04:19.074637+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:13+00:00,2026-01-07T03:04:20.073241+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:14+00:00,2026-01-07T03:04:21.129119+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:15+00:00,2026-01-07T03:04:22.128090+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:16+00:00,2026-01-07T03:04:23.127208+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:17+00:00,2026-01-07T03:04:24.146068+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:18+00:00,2026-01-07T03:04:25.202138+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:19+00:00,2026-01-07T03:04:26.174057+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:20+00:00,2026-01-07T03:04:27.177287+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:21+00:00,2026-01-07T03:04:28.177887+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:22+00:00,2026-01-07T03:04:29.195510+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:23+00:00,2026-01-07T03:04:30.200899+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:24+00:00,2026-01-07T03:04:31.211029+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:25+00:00,2026-01-07T03:04:32.292443+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:26+00:00,2026-01-07T03:04:33.261833+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:27+00:00,2026-01-07T03:04:34.262848+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:28+00:00,2026-01-07T03:04:35.302962+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:29+00:00,2026-01-07T03:04:36.345967+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:30+00:00,2026-01-07T03:04:37.378363+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:31+00:00,2026-01-07T03:04:38.459366+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:32+00:00,2026-01-07T03:04:41.209960+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:33+00:00,2026-01-07T03:04:41.788318+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:34+00:00,2026-01-07T03:04:42.617441+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:35+00:00,2026-01-07T03:04:43.843534+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:36+00:00,2026-01-07T03:04:44.609237+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:37+00:00,2026-01-07T03:04:45.709882+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:38+00:00,2026-01-07T03:04:46.755824+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:39+00:00,2026-01-07T03:04:47.722284+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:40+00:00,2026-01-07T03:04:48.721513+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:41+00:00,2026-01-07T03:04:49.714985+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:42+00:00,2026-01-07T03:04:50.750368+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:43+00:00,2026-01-07T03:04:51.752401+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:44+00:00,2026-01-07T03:04:52.748776+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:45+00:00,2026-01-07T03:04:53.824326+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:46+00:00,2026-01-07T03:04:54.777435+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:47+00:00,2026-01-07T03:04:55.838818+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:48+00:00,2026-01-07T03:04:56.865790+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:49+00:00,2026-01-07T03:04:57.901346+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:50+00:00,2026-01-07T03:04:58.873456+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:03:51+00:00,2026-01-07T03:04:59.900264+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:11:37+00:00,2026-01-07T03:12:42.094240+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:11:38+00:00,2026-01-07T03:12:43.107566+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:11:39+00:00,2026-01-07T03:12:44.262043+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:11:40+00:00,2026-01-07T03:12:45.261538+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:11:41+00:00,2026-01-07T03:12:46.271942+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:11:42+00:00,2026-01-07T03:12:47.312687+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:11:43+00:00,2026-01-07T03:12:48.289701+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:11:44+00:00,2026-01-07T03:12:49.298587+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:11:45+00:00,2026-01-07T03:12:50.305964+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:11:46+00:00,2026-01-07T03:12:51.331380+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:11:47+00:00,2026-01-07T03:12:52.319926+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:11:48+00:00,2026-01-07T03:12:53.329764+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:11:49+00:00,2026-01-07T03:12:54.325509+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:11:50+00:00,2026-01-07T03:12:55.378683+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:11:51+00:00,2026-01-07T03:12:56.349327+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:11:52+00:00,2026-01-07T03:12:57.349989+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:11:53+00:00,2026-01-07T03:12:58.353306+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:11:54+00:00,2026-01-07T03:12:59.346705+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:11:55+00:00,2026-01-07T03:13:00.364088+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:11:56+00:00,2026-01-07T03:13:01.361724+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:11:57+00:00,2026-01-07T03:13:02.368838+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:11:58+00:00,2026-01-07T03:13:03.370030+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:11:59+00:00,2026-01-07T03:13:04.364405+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:00+00:00,2026-01-07T03:13:05.368596+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:01+00:00,2026-01-07T03:13:06.365103+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:02+00:00,2026-01-07T03:13:07.404591+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:03+00:00,2026-01-07T03:13:08.421097+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:04+00:00,2026-01-07T03:13:09.429222+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:05+00:00,2026-01-07T03:13:10.431611+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:06+00:00,2026-01-07T03:13:11.412387+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:07+00:00,2026-01-07T03:13:12.412183+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:08+00:00,2026-01-07T03:13:13.413964+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:09+00:00,2026-01-07T03:13:14.424910+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:10+00:00,2026-01-07T03:13:15.433038+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:11+00:00,2026-01-07T03:13:16.440156+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:12+00:00,2026-01-07T03:13:17.438094+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:13+00:00,2026-01-07T03:13:18.448327+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:14+00:00,2026-01-07T03:13:19.439233+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:15+00:00,2026-01-07T03:13:20.461409+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:16+00:00,2026-01-07T03:13:21.453055+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:17+00:00,2026-01-07T03:13:22.480174+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:18+00:00,2026-01-07T03:13:23.485096+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:19+00:00,2026-01-07T03:13:24.511917+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:20+00:00,2026-01-07T03:13:25.492657+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:21+00:00,2026-01-07T03:13:26.497513+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:22+00:00,2026-01-07T03:13:27.510064+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:23+00:00,2026-01-07T03:13:28.507377+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:24+00:00,2026-01-07T03:13:29.526600+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:25+00:00,2026-01-07T03:13:30.520148+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:26+00:00,2026-01-07T03:13:31.620656+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:27+00:00,2026-01-07T03:13:32.557308+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:28+00:00,2026-01-07T03:13:33.601534+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:29+00:00,2026-01-07T03:13:34.575565+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:30+00:00,2026-01-07T03:13:35.585850+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:31+00:00,2026-01-07T03:13:36.593559+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:32+00:00,2026-01-07T03:13:37.644585+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:33+00:00,2026-01-07T03:13:38.607416+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:34+00:00,2026-01-07T03:13:39.624319+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:35+00:00,2026-01-07T03:13:40.678670+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:36+00:00,2026-01-07T03:13:41.656455+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:37+00:00,2026-01-07T03:13:42.668276+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:38+00:00,2026-01-07T03:13:43.684472+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:39+00:00,2026-01-07T03:13:44.722210+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:40+00:00,2026-01-07T03:13:45.693406+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:41+00:00,2026-01-07T03:13:46.744510+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:42+00:00,2026-01-07T03:13:47.739753+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:43+00:00,2026-01-07T03:13:48.743163+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:44+00:00,2026-01-07T03:13:49.740730+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:45+00:00,2026-01-07T03:13:50.737989+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:46+00:00,2026-01-07T03:13:51.768112+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:47+00:00,2026-01-07T03:13:52.793456+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:48+00:00,2026-01-07T03:13:53.807735+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:49+00:00,2026-01-07T03:13:54.828568+00:00,,ETH,26854659750,,,dom,1
2026-01-07T03:12:53+00:00,2026-01-07T03:13:55.872732+00:00,03:12:53,ETH,3271.081,3271.04,3271.28,dom,1
2026-01-07T03:12:54+00:00,2026-01-07T03:13:56.870138+00:00,03:12:53,ETH,3271.081,3271.05,3271.22,dom,1
2026-01-07T03:12:55+00:00,2026-01-07T03:13:57.874372+00:00,03:12:53,ETH,3270.831,3270.79,3270.96,dom,1
2026-01-07T03:12:56+00:00,2026-01-07T03:13:58.878764+00:00,03:12:53,ETH,3270.521,3270.48,3270.71,dom,1
2026-01-07T03:12:57+00:00,2026-01-07T03:13:59.887520+00:00,03:12:53,ETH,3270.361,3270.34,3270.6,dom,1
2026-01-07T03:12:58+00:00,2026-01-07T03:14:00.902958+00:00,03:12:53,ETH,3270.251,3270.25,3270.53,dom,1
2026-01-07T03:12:59+00:00,2026-01-07T03:14:01.934810+00:00,03:12:53,ETH,3270.221,3270.21,3270.5,dom,1
2026-01-07T03:13:00+00:00,2026-01-07T03:14:02.939953+00:00,03:12:53,ETH,3270.451,3270.24,3270.61,dom,1
2026-01-07T03:13:01+00:00,2026-01-07T03:14:03.956777+00:00,03:12:53,ETH,3270.891,3270.65,3270.93,dom,1
2026-01-07T03:13:02+00:00,2026-01-07T03:14:04.968337+00:00,03:12:53,ETH,3271.091,3270.99,3271.16,dom,1
2026-01-07T03:13:03+00:00,2026-01-07T03:14:05.973804+00:00,03:12:53,ETH,3271.121,3270.99,3271.2,dom,1
2026-01-07T03:13:04+00:00,2026-01-07T03:14:07.004841+00:00,03:12:53,ETH,3271.091,3270.99,3271.16,dom,1
2026-01-07T03:13:05+00:00,2026-01-07T03:14:07.986205+00:00,03:12:53,ETH,3271.091,3270.98,3271.16,dom,1
2026-01-07T03:13:06+00:00,2026-01-07T03:14:09.004725+00:00,03:12:53,ETH,3271.101,3270.97,3271.2,dom,1
2026-01-07T03:13:07+00:00,2026-01-07T03:14:10.021375+00:00,03:12:53,ETH,3271.091,3270.98,3271.18,dom,1
2026-01-07T03:13:08+00:00,2026-01-07T03:14:11.035684+00:00,03:12:53,ETH,3271.101,3270.99,3271.14,dom,1
2026-01-07T03:13:09+00:00,2026-01-07T03:14:12.058767+00:00,03:12:53,ETH,3271.071,3270.98,3271.12,dom,1
2026-01-07T03:13:10+00:00,2026-01-07T03:14:13.056306+00:00,03:12:53,ETH,3270.971,3270.92,3271,dom,1
2026-01-07T03:13:11+00:00,2026-01-07T03:14:14.103261+00:00,03:12:53,ETH,3270.891,3270.88,3270.94,dom,1
2026-01-07T03:13:12+00:00,2026-01-07T03:14:15.103618+00:00,03:12:53,ETH,3270.911,3270.88,3271.01,dom,1
2026-01-07T03:13:13+00:00,2026-01-07T03:14:16.112152+00:00,03:12:53,ETH,3270.941,3270.89,3271.04,dom,1
2026-01-07T03:13:14+00:00,2026-01-07T03:14:17.134929+00:00,03:12:53,ETH,3270.941,3270.89,3271.04,dom,1
2026-01-07T03:13:15+00:00,2026-01-07T03:14:18.211531+00:00,03:12:53,ETH,3270.971,3270.91,3271.06,dom,1
2026-01-07T03:13:16+00:00,2026-01-07T03:14:19.152770+00:00,03:12:53,ETH,3271.011,3270.96,3271.09,dom,1
2026-01-07T03:13:17+00:00,2026-01-07T03:14:20.161529+00:00,03:12:53,ETH,3271.031,3270.99,3271.09,dom,1
2026-01-07T03:13:18+00:00,2026-01-07T03:14:21.156609+00:00,03:12:53,ETH,3271.071,3271.02,3271.14,dom,1
2026-01-07T03:13:19+00:00,2026-01-07T03:14:22.170855+00:00,03:12:53,ETH,3271.121,3271.05,3271.2,dom,1
2026-01-07T03:13:20+00:00,2026-01-07T03:14:23.187865+00:00,03:12:53,ETH,3271.121,3271.05,3271.2,dom,1
2026-01-07T03:13:21+00:00,2026-01-07T03:14:24.230676+00:00,03:12:53,ETH,3271.111,3271.05,3271.2,dom,1
2026-01-07T03:13:22+00:00,2026-01-07T03:14:25.255130+00:00,03:12:53,ETH,3271.121,3271.05,3271.2,dom,1
2026-01-07T03:13:23+00:00,2026-01-07T03:14:26.208551+00:00,03:12:53,ETH,3271.161,3271.1,3271.21,dom,1
2026-01-07T03:13:24+00:00,2026-01-07T03:14:27.205705+00:00,03:12:53,ETH,3271.191,3271.13,3271.23,dom,1
2026-01-07T03:13:25+00:00,2026-01-07T03:14:28.202263+00:00,03:12:53,ETH,3271.161,3271.08,3271.22,dom,1
2026-01-07T03:13:26+00:00,2026-01-07T03:14:29.210642+00:00,03:12:53,ETH,3271.131,3271.03,3271.19,dom,1
2026-01-07T03:13:27+00:00,2026-01-07T03:14:30.230612+00:00,03:12:53,ETH,3271.131,3271.02,3271.17,dom,1
2026-01-07T03:13:28+00:00,2026-01-07T03:14:31.232779+00:00,03:12:53,ETH,3271.131,3271.02,3271.17,dom,1
2026-01-07T03:13:29+00:00,2026-01-07T03:14:32.251765+00:00,03:12:53,ETH,3271.131,3271.03,3271.17,dom,1
2026-01-07T03:13:30+00:00,2026-01-07T03:14:33.260933+00:00,03:12:53,ETH,3271.131,3271.03,3271.17,dom,1
2026-01-07T03:13:31+00:00,2026-01-07T03:14:34.269022+00:00,03:12:53,ETH,3270.961,3270.89,3271.01,dom,1
2026-01-07T03:13:32+00:00,2026-01-07T03:14:35.275927+00:00,03:12:53,ETH,3270.801,3270.78,3270.97,dom,1
2026-01-07T03:13:33+00:00,2026-01-07T03:14:36.289438+00:00,03:12:53,ETH,3270.811,3270.8,3270.96,dom,1
2026-01-07T03:13:34+00:00,2026-01-07T03:14:37.286465+00:00,03:12:53,ETH,3270.791,3270.78,3270.82,dom,1
2026-01-07T03:13:35+00:00,2026-01-07T03:14:38.289175+00:00,03:12:53,ETH,3270.891,3270.86,3270.95,dom,1
2026-01-07T03:13:36+00:00,2026-01-07T03:14:39.294007+00:00,03:12:53,ETH,3271.011,3270.96,3271.06,dom,1
2026-01-07T03:13:37+00:00,2026-01-07T03:14:40.293459+00:00,03:12:53,ETH,3271.011,3270.96,3271.07,dom,1
2026-01-07T03:13:38+00:00,2026-01-07T03:14:41.290433+00:00,03:12:53,ETH,3270.971,3270.92,3271.05,dom,1
2026-01-07T03:13:39+00:00,2026-01-07T03:14:42.290230+00:00,03:12:53,ETH,3270.891,3270.85,3270.95,dom,1
2026-01-07T03:13:40+00:00,2026-01-07T03:14:43.287823+00:00,03:12:53,ETH,3270.871,3270.82,3270.94,dom,1
2026-01-07T03:13:41+00:00,2026-01-07T03:14:44.287956+00:00,03:12:53,ETH,3270.881,3270.83,3270.94,dom,1
2026-01-07T03:13:42+00:00,2026-01-07T03:14:45.292216+00:00,03:12:53,ETH,3270.911,3270.87,3270.96,dom,1
2026-01-07T03:13:43+00:00,2026-01-07T03:14:46.307570+00:00,03:12:53,ETH,3270.951,3270.91,3271,dom,1
2026-01-07T03:13:44+00:00,2026-01-07T03:14:47.303988+00:00,03:12:53,ETH,3270.951,3270.95,3271.06,dom,1
2026-01-07T03:13:45+00:00,2026-01-07T03:14:48.341732+00:00,03:12:53,ETH,3270.941,3270.91,3271.12,dom,1
2026-01-07T03:13:46+00:00,2026-01-07T03:14:49.325902+00:00,03:12:53,ETH,3270.971,3270.95,3271.18,dom,1
2026-01-07T03:13:47+00:00,2026-01-07T03:14:50.338931+00:00,03:12:53,ETH,3270.941,3270.9,3271.21,dom,1
2026-01-07T03:13:48+00:00,2026-01-07T03:14:51.337561+00:00,03:12:53,ETH,3270.961,3270.95,3271.2,dom,1
2026-01-07T03:13:49+00:00,2026-01-07T03:14:52.354351+00:00,03:12:53,ETH,3270.961,3270.96,3271.11,dom,1
2026-01-07T03:13:50+00:00,2026-01-07T03:14:53.360509+00:00,03:12:53,ETH,3270.821,3270.81,3271.07,dom,1
2026-01-07T03:13:51+00:00,2026-01-07T03:14:54.360159+00:00,03:12:53,ETH,3270.811,3270.8,3271,dom,1
2026-01-07T03:13:52+00:00,2026-01-07T03:14:55.361515+00:00,03:12:53,ETH,3270.811,3270.8,3271.08,dom,1
2026-01-07T03:13:19+00:00,2026-01-07T03:15:22.932140+00:00,03:13:19,ETH,3271.871,3271.79,3271.94,dom,1
2026-01-07T03:25:25+00:00,2026-01-07T03:26:30.247776+00:00,03:25:25,ETH,3276.911,3276.91,3277.07,dom,1
2026-01-07T03:25:26+00:00,2026-01-07T03:26:31.245406+00:00,03:25:25,ETH,3276.901,3276.9,3277.08,dom,1
2026-01-07T03:25:27+00:00,2026-01-07T03:26:32.282616+00:00,03:25:25,ETH,3276.901,3276.9,3277.02,dom,1
2026-01-07T03:25:28+00:00,2026-01-07T03:26:33.276583+00:00,03:25:25,ETH,3276.901,3276.9,3277.01,dom,1
2026-01-07T03:25:29+00:00,2026-01-07T03:26:34.277345+00:00,03:25:25,ETH,3276.701,3276.65,3276.76,dom,1
2026-01-07T03:25:30+00:00,2026-01-07T03:26:35.287663+00:00,03:25:25,ETH,3276.741,3276.66,3276.8,dom,1
2026-01-07T03:25:31+00:00,2026-01-07T03:26:36.280113+00:00,03:25:25,ETH,3276.721,3276.67,3276.76,dom,1
2026-01-07T03:25:32+00:00,2026-01-07T03:26:37.274776+00:00,03:25:25,ETH,3276.721,3276.67,3276.76,dom,1
2026-01-07T03:25:33+00:00,2026-01-07T03:26:38.284283+00:00,03:25:25,ETH,3276.711,3276.67,3276.76,dom,1
2026-01-07T03:25:34+00:00,2026-01-07T03:26:39.282289+00:00,03:25:25,ETH,3276.711,3276.67,3276.75,dom,1
2026-01-07T03:25:35+00:00,2026-01-07T03:26:40.277043+00:00,03:25:25,ETH,3276.661,3276.62,3276.72,dom,1
2026-01-07T03:25:36+00:00,2026-01-07T03:26:41.288417+00:00,03:25:25,ETH,3276.541,3276.5,3276.63,dom,1
2026-01-07T03:25:37+00:00,2026-01-07T03:26:42.289070+00:00,03:25:25,ETH,3276.631,3276.59,3276.66,dom,1
2026-01-07T03:25:38+00:00,2026-01-07T03:26:43.288873+00:00,03:25:25,ETH,3276.531,3276.49,3276.63,dom,1
2026-01-07T03:25:39+00:00,2026-01-07T03:26:44.289043+00:00,03:25:25,ETH,3276.521,3276.49,3276.63,dom,1
2026-01-07T03:25:40+00:00,2026-01-07T03:26:45.306053+00:00,03:25:25,ETH,3276.611,3276.57,3276.64,dom,1
2026-01-07T03:25:41+00:00,2026-01-07T03:26:46.295261+00:00,03:25:25,ETH,3276.221,3276.15,3276.29,dom,1
2026-01-07T03:25:42+00:00,2026-01-07T03:26:47.308706+00:00,03:25:25,ETH,3276.061,3276.01,3276.1,dom,1
2026-01-07T03:25:43+00:00,2026-01-07T03:26:48.327502+00:00,03:25:25,ETH,3276.021,3276.01,3276.09,dom,1
2026-01-07T03:25:44+00:00,2026-01-07T03:26:49.329789+00:00,03:25:25,ETH,3275.981,3275.97,3276.02,dom,1
2026-01-07T03:25:45+00:00,2026-01-07T03:26:50.344334+00:00,03:25:25,ETH,3275.981,3275.97,3276.14,dom,1
2026-01-07T03:25:46+00:00,2026-01-07T03:26:51.347048+00:00,03:25:25,ETH,3275.911,3275.87,3276,dom,1
2026-01-07T03:25:47+00:00,2026-01-07T03:26:52.359448+00:00,03:25:25,ETH,3275.891,3275.89,3276.04,dom,1
2026-01-07T03:25:48+00:00,2026-01-07T03:26:53.358815+00:00,03:25:25,ETH,3275.861,3275.85,3275.9,dom,1
2026-01-07T03:25:49+00:00,2026-01-07T03:26:54.357236+00:00,03:25:25,ETH,3275.861,3275.85,3275.94,dom,1
2026-01-07T03:25:50+00:00,2026-01-07T03:26:55.356398+00:00,03:25:25,ETH,3275.831,3275.83,3275.9,dom,1
2026-01-07T03:25:51+00:00,2026-01-07T03:26:56.360097+00:00,03:25:25,ETH,3275.801,3275.78,3275.86,dom,1
2026-01-07T03:25:52+00:00,2026-01-07T03:26:57.375268+00:00,03:25:25,ETH,3275.751,3275.7,3275.8,dom,1
2026-01-07T03:25:53+00:00,2026-01-07T03:26:58.393570+00:00,03:25:25,ETH,3275.671,3275.65,3275.74,dom,1
2026-01-07T03:25:54+00:00,2026-01-07T03:26:59.409828+00:00,03:25:25,ETH,3275.651,3275.64,3275.73,dom,1
2026-01-07T03:25:55+00:00,2026-01-07T03:27:00.450411+00:00,03:25:25,ETH,3275.661,3275.64,3275.72,dom,1
2026-01-07T03:25:56+00:00,2026-01-07T03:27:01.472654+00:00,03:25:25,ETH,3275.661,3275.66,3275.74,dom,1
