timestamp,collected_at,seconds,mid,bid,ask,asset
2026-01-06 03:00:00+00:00,2026-01-06 03:02:17.674224+00:00,0.0,137.58,137.57,137.59,SOL
2026-01-06 03:00:01+00:00,2026-01-06 03:02:19.665185+00:00,1.0,137.58,137.57,137.59,SOL
2026-01-06 03:00:02+00:00,2026-01-06 03:02:20.661518+00:00,2.0,137.58,137.57,137.59,SOL
2026-01-06 03:00:04+00:00,2026-01-06 03:02:22.467281+00:00,4.0,137.58,137.57,137.59,SOL
2026-01-06 03:00:05+00:00,2026-01-06 03:02:22.741514+00:00,5.0,137.58,137.57,137.59,SOL
2026-01-06 03:00:06+00:00,2026-01-06 03:02:23.746064+00:00,6.0,137.58,137.57,137.59,SOL
2026-01-06 03:00:07+00:00,2026-01-06 03:02:24.729130+00:00,7.0,137.58,137.57,137.59,SOL
2026-01-06 03:00:08+00:00,2026-01-06 03:02:25.747309+00:00,8.0,137.58,137.57,137.6,SOL
2026-01-06 03:00:09+00:00,2026-01-06 03:02:26.744062+00:00,9.0,137.6,137.58,137.61,SOL
2026-01-06 03:00:10+00:00,2026-01-06 03:02:27.760772+00:00,10.0,137.61,137.59,137.63,SOL
2026-01-06 03:00:11+00:00,2026-01-06 03:02:28.779010+00:00,11.0,137.61,137.6,137.63,SOL
2026-01-06 03:00:12+00:00,2026-01-06 03:02:29.762821+00:00,12.0,137.62,137.6,137.63,SOL
2026-01-06 03:00:13+00:00,2026-01-06 03:02:30.780247+00:00,13.0,137.62,137.6,137.63,SOL
2026-01-06 03:00:14+00:00,2026-01-06 03:02:31.811001+00:00,14.0,137.62,137.6,137.63,SOL
2026-01-06 03:00:15+00:00,2026-01-06 03:02:32.897646+00:00,15.0,137.62,137.6,137.63,SOL
2026-01-06 03:00:16+00:00,2026-01-06 03:02:33.887099+00:00,16.0,137.62,137.61,137.63,SOL
2026-01-06 03:00:17+00:00,2026-01-06 03:02:34.977739+00:00,17.0,137.61,137.61,137.63,SOL
2026-01-06 03:00:18+00:00,2026-01-06 03:02:35.956437+00:00,18.0,137.62,137.61,137.64,SOL
2026-01-06 03:00:19+00:00,2026-01-06 03:02:36.962763+00:00,19.0,137.62,137.62,137.65,SOL
2026-01-06 03:00:20+00:00,2026-01-06 03:02:39.007255+00:00,20.0,137.63,137.62,137.66,SOL
2026-01-06 03:00:21+00:00,2026-01-06 03:02:39.681290+00:00,21.0,137.64,137.62,137.66,SOL
2026-01-06 03:00:23+00:00,2026-01-06 03:02:40.742790+00:00,23.0,137.63,137.62,137.64,SOL
2026-01-06 03:00:24+00:00,2026-01-06 03:02:41.930431+00:00,24.0,137.61,137.6,137.62,SOL
2026-01-06 03:00:25+00:00,2026-01-06 03:02:43.678854+00:00,25.0,137.61,137.6,137.62,SOL
2026-01-06 03:00:26+00:00,2026-01-06 03:02:44.753186+00:00,26.0,137.61,137.6,137.62,SOL
2026-01-06 03:00:27+00:00,2026-01-06 03:02:45.775481+00:00,27.0,137.61,137.6,137.62,SOL
2026-01-06 03:00:29+00:00,2026-01-06 03:02:46.856643+00:00,29.0,137.61,137.6,137.63,SOL
2026-01-06 03:00:30+00:00,2026-01-06 03:02:47.923823+00:00,30.0,137.61,137.6,137.62,SOL
2026-01-06 03:00:31+00:00,2026-01-06 03:02:48.905732+00:00,31.0,137.61,137.6,137.62,SOL
2026-01-06 03:00:32+00:00,2026-01-06 03:02:49.910710+00:00,32.0,137.61,137.6,137.62,SOL
2026-01-06 03:00:33+00:00,2026-01-06 03:02:50.913475+00:00,33.0,137.61,137.6,137.62,SOL
2026-01-06 03:00:34+00:00,2026-01-06 03:02:51.927513+00:00,34.0,137.61,137.6,137.62,SOL
2026-01-06 03:00:35+00:00,2026-01-06 03:02:53.112655+00:00,35.0,137.61,137.6,137.63,SOL
2026-01-06 03:00:36+00:00,2026-01-06 03:02:54.127068+00:00,36.0,137.61,137.6,137.63,SOL
2026-01-06 03:00:37+00:00,2026-01-06 03:02:55.150009+00:00,37.0,137.61,137.6,137.63,SOL
2026-01-06 03:00:38+00:00,2026-01-06 03:02:56.159788+00:00,38.0,137.61,137.6,137.62,SOL
2026-01-06 03:00:39+00:00,2026-01-06 03:02:57.160276+00:00,39.0,137.61,137.6,137.63,SOL
2026-01-06 03:00:40+00:00,2026-01-06 03:02:58.185002+00:00,40.0,137.61,137.6,137.62,SOL
2026-01-06 03:00:41+00:00,2026-01-06 03:02:59.181941+00:00,41.0,137.6,137.59,137.61,SOL
2026-01-06 03:00:42+00:00,2026-01-06 03:03:00.938051+00:00,42.0,137.6,137.58,137.6,SOL
2026-01-06 03:00:44+00:00,2026-01-06 03:03:02.078695+00:00,44.0,137.58,137.58,137.6,SOL
2026-01-06 03:00:45+00:00,2026-01-06 03:03:02.859466+00:00,45.0,137.58,137.58,137.6,SOL
2026-01-06 03:00:47+00:00,2026-01-06 03:03:05.189206+00:00,47.0,137.56,137.56,137.57,SOL
2026-01-06 03:00:48+00:00,2026-01-06 03:03:06.226174+00:00,48.0,137.56,137.55,137.57,SOL
2026-01-06 03:00:49+00:00,2026-01-06 03:03:07.228708+00:00,49.0,137.56,137.55,137.57,SOL
2026-01-06 03:00:50+00:00,2026-01-06 03:03:08.324844+00:00,50.0,137.56,137.55,137.57,SOL
2026-01-06 03:00:51+00:00,2026-01-06 03:03:09.323388+00:00,51.0,137.56,137.55,137.57,SOL
2026-01-06 03:00:52+00:00,2026-01-06 03:03:10.311033+00:00,52.0,137.56,137.55,137.57,SOL
2026-01-06 03:00:53+00:00,2026-01-06 03:03:11.342522+00:00,53.0,137.56,137.55,137.57,SOL
2026-01-06 03:00:54+00:00,2026-01-06 03:03:12.358693+00:00,54.0,137.56,137.55,137.57,SOL
2026-01-06 03:00:55+00:00,2026-01-06 03:03:13.335882+00:00,55.0,137.56,137.55,137.58,SOL
2026-01-06 03:00:56+00:00,2026-01-06 03:03:14.435808+00:00,56.0,137.58,137.56,137.6,SOL
2026-01-06 03:00:57+00:00,2026-01-06 03:03:15.431901+00:00,57.0,137.59,137.58,137.6,SOL
2026-01-06 03:00:58+00:00,2026-01-06 03:03:16.476121+00:00,58.0,137.59,137.58,137.61,SOL
2026-01-06 03:00:59+00:00,2026-01-06 03:03:17.457530+00:00,59.0,137.59,137.58,137.61,SOL
2026-01-06 03:01:00+00:00,2026-01-06 03:03:18.489058+00:00,60.0,137.59,137.58,137.61,SOL
2026-01-06 03:01:01+00:00,2026-01-06 03:03:19.489055+00:00,61.0,137.59,137.58,137.6,SOL
2026-01-06 03:01:02+00:00,2026-01-06 03:03:20.508902+00:00,62.0,137.58,137.58,137.6,SOL
2026-01-06 03:01:03+00:00,2026-01-06 03:03:22.260510+00:00,63.0,137.58,137.57,137.6,SOL
2026-01-06 03:01:04+00:00,2026-01-06 03:03:22.525680+00:00,64.0,137.58,137.56,137.6,SOL
2026-01-06 03:01:05+00:00,2026-01-06 03:03:23.541350+00:00,65.0,137.58,137.56,137.6,SOL
2026-01-06 03:01:07+00:00,2026-01-06 03:03:25.304008+00:00,67.0,137.58,137.57,137.59,SOL
2026-01-06 03:01:08+00:00,2026-01-06 03:03:26.575096+00:00,68.0,137.58,137.57,137.6,SOL
2026-01-06 03:01:09+00:00,2026-01-06 03:03:27.583871+00:00,69.0,137.58,137.57,137.6,SOL
2026-01-06 03:01:10+00:00,2026-01-06 03:03:28.588802+00:00,70.0,137.59,137.58,137.61,SOL
2026-01-06 03:01:11+00:00,2026-01-06 03:03:29.595857+00:00,71.0,137.59,137.58,137.61,SOL
2026-01-06 03:01:12+00:00,2026-01-06 03:03:30.662340+00:00,72.0,137.59,137.58,137.61,SOL
2026-01-06 03:01:13+00:00,2026-01-06 03:03:32.375184+00:00,73.0,137.6,137.59,137.62,SOL
2026-01-06 03:01:14+00:00,2026-01-06 03:03:33.624271+00:00,74.0,137.6,137.59,137.62,SOL
2026-01-06 03:01:15+00:00,2026-01-06 03:03:34.338617+00:00,75.0,137.6,137.59,137.62,SOL
2026-01-06 03:01:16+00:00,2026-01-06 03:03:35.580619+00:00,76.0,137.6,137.59,137.62,SOL
2026-01-06 03:01:17+00:00,2026-01-06 03:03:36.578768+00:00,77.0,137.6,137.59,137.61,SOL
2026-01-06 03:01:18+00:00,2026-01-06 03:03:37.614140+00:00,78.0,137.58,137.58,137.6,SOL
2026-01-06 03:01:19+00:00,2026-01-06 03:03:38.660109+00:00,79.0,137.57,137.57,137.59,SOL
2026-01-06 03:01:20+00:00,2026-01-06 03:03:39.677787+00:00,80.0,137.57,137.56,137.58,SOL
2026-01-06 03:01:21+00:00,2026-01-06 03:03:41.295701+00:00,81.0,137.57,137.56,137.58,SOL
2026-01-06 03:01:23+00:00,2026-01-06 03:03:42.326908+00:00,83.0,137.56,137.56,137.58,SOL
2026-01-06 03:01:24+00:00,2026-01-06 03:03:43.484613+00:00,84.0,137.56,137.55,137.57,SOL
2026-01-06 03:01:25+00:00,2026-01-06 03:03:44.488177+00:00,85.0,137.56,137.55,137.58,SOL
2026-01-06 03:01:26+00:00,2026-01-06 03:03:45.397424+00:00,86.0,137.57,137.56,137.58,SOL
2026-01-06 03:01:27+00:00,2026-01-06 03:03:46.412228+00:00,87.0,137.58,137.56,137.59,SOL
2026-01-06 03:01:28+00:00,2026-01-06 03:03:47.461824+00:00,88.0,137.58,137.57,137.6,SOL
