timestamp,seconds,mid,bid,ask,asset
2026-01-07 07:15:00+00:00,0.0,3256.791,3256.72,3256.94,ETH
2026-01-07 07:15:01+00:00,1.0,3256.641,3256.54,3256.72,ETH
2026-01-07 07:15:02+00:00,2.0,3256.431,3256.32,3256.46,ETH
2026-01-07 07:15:03+00:00,3.0,3256.371,3256.28,3256.41,ETH
2026-01-07 07:15:04+00:00,4.0,3256.281,3256.22,3256.38,ETH
2026-01-07 07:15:05+00:00,5.0,3256.101,3256.06,3256.29,ETH
2026-01-07 07:15:06+00:00,6.0,3255.891,3255.87,3256.12,ETH
2026-01-07 07:15:07+00:00,7.0,3255.771,3255.75,3256.02,ETH
2026-01-07 07:15:08+00:00,8.0,3255.871,3255.82,3256.02,ETH
2026-01-07 07:15:09+00:00,9.0,3255.971,3255.93,3256.02,ETH
2026-01-07 07:15:10+00:00,10.0,3255.971,3255.93,3256.02,ETH
2026-01-07 07:15:11+00:00,11.0,3255.981,3255.93,3256.02,ETH
2026-01-07 07:15:12+00:00,12.0,3255.971,3255.93,3256.02,ETH
2026-01-07 07:15:13+00:00,13.0,3255.931,3255.88,3255.97,ETH
2026-01-07 07:15:14+00:00,14.0,3255.891,3255.84,3255.94,ETH
2026-01-07 07:15:15+00:00,15.0,3255.911,3255.84,3255.96,ETH
2026-01-07 07:15:16+00:00,16.0,3255.911,3255.84,3256.01,ETH
2026-01-07 07:15:17+00:00,17.0,3255.911,3255.84,3256.05,ETH
2026-01-07 07:15:18+00:00,18.0,3255.831,3255.78,3255.94,ETH
2026-01-07 07:15:19+00:00,19.0,3255.761,3255.74,3255.89,ETH
2026-01-07 07:15:20+00:00,20.0,3255.761,3255.76,3255.95,ETH
2026-01-07 07:15:21+00:00,21.0,3255.761,3255.75,3255.95,ETH
2026-01-07 07:15:22+00:00,22.0,3255.761,3255.75,3255.93,ETH
2026-01-07 07:15:23+00:00,23.0,3255.761,3255.75,3255.93,ETH
2026-01-07 07:15:24+00:00,24.0,3255.761,3255.76,3255.95,ETH
2026-01-07 07:15:25+00:00,25.0,3255.761,3255.76,3255.96,ETH
2026-01-07 07:15:26+00:00,26.0,3255.761,3255.76,3255.97,ETH
2026-01-07 07:15:27+00:00,27.0,3255.831,3255.74,3255.99,ETH
2026-01-07 07:15:28+00:00,28.0,3255.911,3255.79,3256.08,ETH
2026-01-07 07:15:29+00:00,29.0,3255.911,3255.86,3256.09,ETH
2026-01-07 07:15:30+00:00,30.0,3255.911,3255.87,3256.03,ETH
2026-01-07 07:15:31+00:00,31.0,3255.911,3255.86,3255.99,ETH
2026-01-07 07:15:32+00:00,32.0,3255.911,3255.84,3255.97,ETH
2026-01-07 07:15:33+00:00,33.0,3256.001,3255.89,3256.07,ETH
2026-01-07 07:15:34+00:00,34.0,3256.121,3255.94,3256.19,ETH
2026-01-07 07:15:35+00:00,35.0,3256.161,3256.0,3256.25,ETH
2026-01-07 07:15:36+00:00,36.0,3256.191,3256.06,3256.3,ETH
2026-01-07 07:15:37+00:00,37.0,3256.231,3256.12,3256.37,ETH
2026-01-07 07:15:38+00:00,38.0,3256.301,3256.21,3256.44,ETH
2026-01-07 07:15:39+00:00,39.0,3256.341,3256.26,3256.47,ETH
2026-01-07 07:15:40+00:00,40.0,3256.371,3256.27,3256.47,ETH
2026-01-07 07:15:41+00:00,41.0,3256.431,3256.27,3256.52,ETH
2026-01-07 07:15:42+00:00,42.0,3256.471,3256.27,3256.59,ETH
2026-01-07 07:15:43+00:00,43.0,3256.541,3256.32,3256.67,ETH
