timestamp,timestamp_ms,asset,market_id,up_mid,up_bid,up_ask,down_mid,down_bid,down_ask,is_observed,collected_at
2026-01-06T02:46:37.976000+00:00,1767667597976,SOL,sol-updown-15m-1767667500,0.45999999999999996,0.45,0.47,0.55,0.53,0.57,1,2026-01-06 02:46:38.042106+00:00
2026-01-06T02:46:39.073000+00:00,1767667599073,SOL,sol-updown-15m-1767667500,0.44999999999999996,0.43,0.47,0.55,0.53,0.57,1,2026-01-06 02:46:39.255386+00:00
2026-01-06T02:46:40.165000+00:00,1767667600165,SOL,sol-updown-15m-1767667500,0.45499999999999996,0.43,0.48,0.5449999999999999,0.52,0.57,1,2026-01-06 02:46:40.209601+00:00
2026-01-06T02:46:41.132000+00:00,1767667601132,SOL,sol-updown-15m-1767667500,0.44999999999999996,0.43,0.47,0.55,0.53,0.57,1,2026-01-06 02:46:41.210594+00:00
2026-01-06T02:46:42.743000+00:00,1767667602743,SOL,sol-updown-15m-1767667500,0.45999999999999996,0.45,0.47,0.54,0.53,0.55,1,2026-01-06 02:46:43.276872+00:00
2026-01-06T02:46:44.193000+00:00,1767667604193,SOL,sol-updown-15m-1767667500,0.45999999999999996,0.45,0.47,0.54,0.53,0.55,1,2026-01-06 02:46:44.244573+00:00
2026-01-06T02:46:45.208000+00:00,1767667605208,SOL,sol-updown-15m-1767667500,0.45999999999999996,0.45,0.47,0.54,0.53,0.55,1,2026-01-06 02:46:45.215449+00:00
2026-01-06T02:46:46.232000+00:00,1767667606232,SOL,sol-updown-15m-1767667500,0.445,0.43,0.46,0.5549999999999999,0.54,0.57,1,2026-01-06 02:46:46.261141+00:00
2026-01-06T02:46:47.111000+00:00,1767667607111,SOL,sol-updown-15m-1767667500,0.44,0.43,0.45,0.56,0.55,0.57,1,2026-01-06 02:46:47.239043+00:00
2026-01-06T02:46:48.954000+00:00,1767667608954,SOL,sol-updown-15m-1767667500,0.445,0.43,0.46,0.5549999999999999,0.54,0.57,1,2026-01-06 02:46:49.241085+00:00
2026-01-06T02:46:50.142000+00:00,1767667610142,SOL,sol-updown-15m-1767667500,0.445,0.43,0.46,0.5549999999999999,0.54,0.57,1,2026-01-06 02:46:50.289046+00:00
2026-01-06T02:46:51.293000+00:00,1767667611293,SOL,sol-updown-15m-1767667500,0.445,0.43,0.46,0.5549999999999999,0.54,0.57,1,2026-01-06 02:46:51.306589+00:00
2026-01-06T02:46:52.231000+00:00,1767667612231,SOL,sol-updown-15m-1767667500,0.445,0.43,0.46,0.5549999999999999,0.54,0.57,1,2026-01-06 02:46:52.293574+00:00
2026-01-06T02:46:53.005000+00:00,1767667613005,SOL,sol-updown-15m-1767667500,0.445,0.43,0.46,0.545,0.54,0.55,1,2026-01-06 02:46:53.395315+00:00
2026-01-06T02:46:54.137000+00:00,1767667614137,SOL,sol-updown-15m-1767667500,0.455,0.45,0.46,0.545,0.54,0.55,1,2026-01-06 02:46:54.371189+00:00
2026-01-06T02:46:55.002000+00:00,1767667615002,SOL,sol-updown-15m-1767667500,0.455,0.45,0.46,0.545,0.54,0.55,1,2026-01-06 02:46:55.293821+00:00
2026-01-06T02:46:56.228000+00:00,1767667616228,SOL,sol-updown-15m-1767667500,0.455,0.45,0.46,0.545,0.54,0.55,1,2026-01-06 02:46:56.352420+00:00
2026-01-06T02:46:57.437000+00:00,1767667617437,SOL,sol-updown-15m-1767667500,0.455,0.45,0.46,0.545,0.54,0.55,1,2026-01-06 02:46:57.442591+00:00
2026-01-06T02:46:58.467000+00:00,1767667618467,SOL,sol-updown-15m-1767667500,0.455,0.45,0.46,0.545,0.54,0.55,1,2026-01-06 02:46:58.461059+00:00
2026-01-06T02:46:59.060000+00:00,1767667619060,SOL,sol-updown-15m-1767667500,0.455,0.45,0.46,0.545,0.54,0.55,1,2026-01-06 02:46:59.409451+00:00
2026-01-06T02:47:00.471000+00:00,1767667620471,SOL,sol-updown-15m-1767667500,0.47,0.46,0.48,0.525,0.52,0.53,1,2026-01-06 02:47:00.511526+00:00
2026-01-06T02:47:01.372000+00:00,1767667621372,SOL,sol-updown-15m-1767667500,0.45999999999999996,0.45,0.47,0.545,0.54,0.55,1,2026-01-06 02:47:01.434671+00:00
2026-01-06T02:47:02.426000+00:00,1767667622426,SOL,sol-updown-15m-1767667500,0.425,0.42,0.43,0.575,0.57,0.58,1,2026-01-06 02:47:02.471567+00:00
2026-01-06T02:47:03.635000+00:00,1767667623635,SOL,sol-updown-15m-1767667500,0.425,0.42,0.43,0.575,0.57,0.58,1,2026-01-06 02:47:03.661317+00:00
2026-01-06T02:47:04.572000+00:00,1767667624572,SOL,sol-updown-15m-1767667500,0.425,0.42,0.43,0.575,0.57,0.58,1,2026-01-06 02:47:04.585358+00:00
2026-01-06T02:47:05.863000+00:00,1767667625863,SOL,sol-updown-15m-1767667500,0.415,0.41,0.42,0.585,0.58,0.59,1,2026-01-06 02:47:05.859635+00:00
2026-01-06T02:47:07.394000+00:00,1767667627394,SOL,sol-updown-15m-1767667500,0.39,0.38,0.4,0.61,0.6,0.62,1,2026-01-06 02:47:07.772731+00:00
2026-01-06T02:47:08.711000+00:00,1767667628711,SOL,sol-updown-15m-1767667500,0.385,0.38,0.39,0.615,0.61,0.62,1,2026-01-06 02:47:08.709378+00:00
2026-01-06T02:47:09.725000+00:00,1767667629725,SOL,sol-updown-15m-1767667500,0.385,0.38,0.39,0.615,0.61,0.62,1,2026-01-06 02:47:09.742961+00:00
2026-01-06T02:47:10.527000+00:00,1767667630527,SOL,sol-updown-15m-1767667500,0.385,0.38,0.39,0.615,0.61,0.62,1,2026-01-06 02:47:10.760369+00:00
2026-01-06T02:47:11.645000+00:00,1767667631645,SOL,sol-updown-15m-1767667500,0.385,0.38,0.39,0.615,0.61,0.62,1,2026-01-06 02:47:11.727009+00:00
2026-01-06T02:47:12.467000+00:00,1767667632467,SOL,sol-updown-15m-1767667500,0.385,0.38,0.39,0.615,0.61,0.62,1,2026-01-06 02:47:12.722869+00:00
2026-01-06T02:47:13.002000+00:00,1767667633002,SOL,sol-updown-15m-1767667500,0.385,0.38,0.39,0.615,0.61,0.62,1,2026-01-06 02:47:13.740272+00:00
2026-01-06T02:47:14.268000+00:00,1767667634268,SOL,sol-updown-15m-1767667500,0.385,0.38,0.39,0.615,0.61,0.62,1,2026-01-06 02:47:14.823003+00:00
2026-01-06T02:47:15.758000+00:00,1767667635758,SOL,sol-updown-15m-1767667500,0.395,0.39,0.4,0.605,0.6,0.61,1,2026-01-06 02:47:15.758673+00:00
2026-01-06T02:47:16.004000+00:00,1767667636004,SOL,sol-updown-15m-1767667500,0.395,0.39,0.4,0.605,0.6,0.61,1,2026-01-06 02:47:16.775199+00:00
2026-01-06T02:47:17.655000+00:00,1767667637655,SOL,sol-updown-15m-1767667500,0.41000000000000003,0.4,0.42,0.59,0.58,0.6,1,2026-01-06 02:47:17.823793+00:00
2026-01-06T02:47:18.806000+00:00,1767667638806,SOL,sol-updown-15m-1767667500,0.39,0.38,0.4,0.61,0.6,0.62,1,2026-01-06 02:47:18.807677+00:00
2026-01-06T02:47:19.932000+00:00,1767667639932,SOL,sol-updown-15m-1767667500,0.39,0.38,0.4,0.61,0.6,0.62,1,2026-01-06 02:47:19.923801+00:00
2026-01-06T02:47:20.428000+00:00,1767667640428,SOL,sol-updown-15m-1767667500,0.39,0.38,0.4,0.61,0.6,0.62,1,2026-01-06 02:47:20.932944+00:00
2026-01-06T02:47:21.976000+00:00,1767667641976,SOL,sol-updown-15m-1767667500,0.375,0.37,0.38,0.625,0.62,0.63,1,2026-01-06 02:47:21.990851+00:00
2026-01-06T02:47:22.946000+00:00,1767667642946,SOL,sol-updown-15m-1767667500,0.375,0.37,0.38,0.625,0.62,0.63,1,2026-01-06 02:47:22.972456+00:00
2026-01-06T02:47:23.651000+00:00,1767667643651,SOL,sol-updown-15m-1767667500,0.38,0.37,0.39,0.62,0.61,0.63,1,2026-01-06 02:47:23.986857+00:00
2026-01-06T02:47:24.800000+00:00,1767667644800,SOL,sol-updown-15m-1767667500,0.38,0.37,0.39,0.62,0.61,0.63,1,2026-01-06 02:47:24.975001+00:00
2026-01-06T02:47:25.951000+00:00,1767667645951,SOL,sol-updown-15m-1767667500,0.38,0.37,0.39,0.62,0.61,0.63,1,2026-01-06 02:47:26.061718+00:00
2026-01-06T02:47:27.952000+00:00,1767667647952,SOL,sol-updown-15m-1767667500,0.385,0.38,0.39,0.62,0.61,0.63,1,2026-01-06 02:47:28.055681+00:00
2026-01-06T02:47:29.939000+00:00,1767667649939,SOL,sol-updown-15m-1767667500,0.39,0.38,0.4,0.61,0.6,0.62,1,2026-01-06 02:47:30.034817+00:00
2026-01-06T02:47:31.907000+00:00,1767667651907,SOL,sol-updown-15m-1767667500,0.4,0.39,0.41,0.6,0.59,0.61,1,2026-01-06 02:47:32.085509+00:00
2026-01-06T02:47:33.127000+00:00,1767667653127,SOL,sol-updown-15m-1767667500,0.41000000000000003,0.4,0.42,0.595,0.59,0.6,1,2026-01-06 02:47:33.128325+00:00
2026-01-06T02:47:34.862000+00:00,1767667654862,SOL,sol-updown-15m-1767667500,0.41000000000000003,0.4,0.42,0.59,0.58,0.6,1,2026-01-06 02:47:35.143100+00:00
2026-01-06T02:47:36.302000+00:00,1767667656302,SOL,sol-updown-15m-1767667500,0.385,0.38,0.39,0.615,0.61,0.62,1,2026-01-06 02:47:36.301223+00:00
2026-01-06T02:47:37.001000+00:00,1767667657001,SOL,sol-updown-15m-1767667500,0.38,0.37,0.39,0.62,0.61,0.63,1,2026-01-06 02:47:37.109757+00:00
2026-01-06T02:47:38.135000+00:00,1767667658135,SOL,sol-updown-15m-1767667500,0.375,0.37,0.38,0.625,0.62,0.63,1,2026-01-06 02:47:38.140548+00:00
2026-01-06T02:47:39.218000+00:00,1767667659218,SOL,sol-updown-15m-1767667500,0.325,0.32,0.33,0.695,0.69,0.7,1,2026-01-06 02:47:39.212353+00:00
2026-01-06T02:47:40.193000+00:00,1767667660193,SOL,sol-updown-15m-1767667500,0.275,0.27,0.28,0.715,0.71,0.72,1,2026-01-06 02:47:40.193140+00:00
2026-01-06T02:47:41.539000+00:00,1767667661539,SOL,sol-updown-15m-1767667500,0.28500000000000003,0.28,0.29,0.715,0.71,0.72,1,2026-01-06 02:47:41.571259+00:00
2026-01-06T02:47:42.293000+00:00,1767667662293,SOL,sol-updown-15m-1767667500,0.28500000000000003,0.28,0.29,0.725,0.71,0.74,1,2026-01-06 02:47:42.312255+00:00
2026-01-06T02:47:43.324000+00:00,1767667663324,SOL,sol-updown-15m-1767667500,0.28500000000000003,0.28,0.29,0.715,0.71,0.72,1,2026-01-06 02:47:43.319041+00:00
2026-01-06T02:47:44.282000+00:00,1767667664282,SOL,sol-updown-15m-1767667500,0.28500000000000003,0.28,0.29,0.715,0.71,0.72,1,2026-01-06 02:47:44.413192+00:00
2026-01-06T02:47:45.291000+00:00,1767667665291,SOL,sol-updown-15m-1767667500,0.28500000000000003,0.28,0.29,0.715,0.71,0.72,1,2026-01-06 02:47:45.324317+00:00
2026-01-06T02:47:46.153000+00:00,1767667666153,SOL,sol-updown-15m-1767667500,0.28500000000000003,0.28,0.29,0.71,0.7,0.72,1,2026-01-06 02:47:46.436652+00:00
2026-01-06T02:47:47.001000+00:00,1767667667001,SOL,sol-updown-15m-1767667500,0.29000000000000004,0.28,0.3,0.71,0.7,0.72,1,2026-01-06 02:47:47.418315+00:00
2026-01-06T02:47:48.436000+00:00,1767667668436,SOL,sol-updown-15m-1767667500,0.315,0.31,0.32,0.685,0.68,0.69,1,2026-01-06 02:47:48.419657+00:00
2026-01-06T02:47:49.445000+00:00,1767667669445,SOL,sol-updown-15m-1767667500,0.29000000000000004,0.28,0.3,0.71,0.7,0.72,1,2026-01-06 02:47:49.507796+00:00
2026-01-06T02:47:50.701000+00:00,1767667670701,SOL,sol-updown-15m-1767667500,0.29500000000000004,0.28,0.31,0.695,0.69,0.7,1,2026-01-06 02:47:50.837640+00:00
2026-01-06T02:47:51.540000+00:00,1767667671540,SOL,sol-updown-15m-1767667500,0.305,0.3,0.31,0.695,0.69,0.7,1,2026-01-06 02:47:51.555384+00:00
2026-01-06T02:47:52.505000+00:00,1767667672505,SOL,sol-updown-15m-1767667500,0.29000000000000004,0.28,0.3,0.71,0.7,0.72,1,2026-01-06 02:47:52.570752+00:00
2026-01-06T02:47:53.161000+00:00,1767667673161,SOL,sol-updown-15m-1767667500,0.29000000000000004,0.28,0.3,0.71,0.7,0.72,1,2026-01-06 02:47:53.862118+00:00
2026-01-06T02:47:54.529000+00:00,1767667674529,SOL,sol-updown-15m-1767667500,0.29000000000000004,0.28,0.3,0.71,0.7,0.72,1,2026-01-06 02:47:54.612869+00:00
2026-01-06T02:47:55.544000+00:00,1767667675544,SOL,sol-updown-15m-1767667500,0.305,0.29,0.32,0.6950000000000001,0.68,0.71,1,2026-01-06 02:47:55.609431+00:00
2026-01-06T02:47:56.441000+00:00,1767667676441,SOL,sol-updown-15m-1767667500,0.30000000000000004,0.28,0.32,0.7,0.68,0.72,1,2026-01-06 02:47:56.609503+00:00
2026-01-06T02:47:57.084000+00:00,1767667677084,SOL,sol-updown-15m-1767667500,0.29000000000000004,0.28,0.3,0.7,0.68,0.72,1,2026-01-06 02:47:57.608187+00:00
2026-01-06T02:47:58.698000+00:00,1767667678698,SOL,sol-updown-15m-1767667500,0.315,0.31,0.32,0.675,0.66,0.69,1,2026-01-06 02:47:58.700906+00:00
2026-01-06T02:47:59.673000+00:00,1767667679673,SOL,sol-updown-15m-1767667500,0.315,0.31,0.32,0.685,0.68,0.69,1,2026-01-06 02:47:59.690921+00:00
2026-01-06T02:48:00.578000+00:00,1767667680578,SOL,sol-updown-15m-1767667500,0.31,0.3,0.32,0.69,0.68,0.7,1,2026-01-06 02:48:00.685035+00:00
2026-01-06T02:48:01.671000+00:00,1767667681671,SOL,sol-updown-15m-1767667500,0.31,0.3,0.32,0.69,0.68,0.7,1,2026-01-06 02:48:01.713695+00:00
2026-01-06T02:48:02.792000+00:00,1767667682792,SOL,sol-updown-15m-1767667500,0.31,0.3,0.32,0.69,0.68,0.7,1,2026-01-06 02:48:02.805178+00:00
2026-01-06T02:48:03.656000+00:00,1767667683656,SOL,sol-updown-15m-1767667500,0.31,0.3,0.32,0.69,0.68,0.7,1,2026-01-06 02:48:03.711985+00:00
2026-01-06T02:48:04.707000+00:00,1767667684707,SOL,sol-updown-15m-1767667500,0.315,0.31,0.32,0.685,0.68,0.69,1,2026-01-06 02:48:04.722324+00:00
2026-01-06T02:48:05.760000+00:00,1767667685760,SOL,sol-updown-15m-1767667500,0.36,0.35,0.37,0.64,0.63,0.65,1,2026-01-06 02:48:05.743761+00:00
2026-01-06T02:48:06.700000+00:00,1767667686700,SOL,sol-updown-15m-1767667500,0.36,0.35,0.37,0.635,0.63,0.64,1,2026-01-06 02:48:06.720625+00:00
2026-01-06T02:48:07.585000+00:00,1767667687585,SOL,sol-updown-15m-1767667500,0.365,0.36,0.37,0.635,0.63,0.64,1,2026-01-06 02:48:07.848855+00:00
2026-01-06T02:48:08.735000+00:00,1767667688735,SOL,sol-updown-15m-1767667500,0.395,0.39,0.4,0.605,0.6,0.61,1,2026-01-06 02:48:08.705721+00:00
2026-01-06T02:48:09.508000+00:00,1767667689508,SOL,sol-updown-15m-1767667500,0.39,0.38,0.4,0.615,0.61,0.62,1,2026-01-06 02:48:09.689633+00:00
2026-01-06T02:48:10.598000+00:00,1767667690598,SOL,sol-updown-15m-1767667500,0.385,0.38,0.39,0.615,0.61,0.62,1,2026-01-06 02:48:10.718354+00:00
2026-01-06T02:48:11.743000+00:00,1767667691743,SOL,sol-updown-15m-1767667500,0.435,0.43,0.44,0.5700000000000001,0.56,0.58,1,2026-01-06 02:48:11.741594+00:00
2026-01-06T02:48:12.721000+00:00,1767667692721,SOL,sol-updown-15m-1767667500,0.425,0.42,0.43,0.575,0.57,0.58,1,2026-01-06 02:48:12.710963+00:00
2026-01-06T02:48:13.737000+00:00,1767667693737,SOL,sol-updown-15m-1767667500,0.41000000000000003,0.4,0.42,0.575,0.57,0.58,1,2026-01-06 02:48:13.738259+00:00
2026-01-06T02:48:14.513000+00:00,1767667694513,SOL,sol-updown-15m-1767667500,0.425,0.42,0.43,0.575,0.57,0.58,1,2026-01-06 02:48:14.723505+00:00
2026-01-06T02:48:15.471000+00:00,1767667695471,SOL,sol-updown-15m-1767667500,0.42,0.41,0.43,0.58,0.57,0.59,1,2026-01-06 02:48:15.827809+00:00
2026-01-06T02:48:16.760000+00:00,1767667696760,SOL,sol-updown-15m-1767667500,0.405,0.4,0.41,0.595,0.59,0.6,1,2026-01-06 02:48:16.749517+00:00
2026-01-06T02:48:17.292000+00:00,1767667697292,SOL,sol-updown-15m-1767667500,0.41000000000000003,0.4,0.42,0.59,0.58,0.6,1,2026-01-06 02:48:17.756509+00:00
2026-01-06T02:48:18.692000+00:00,1767667698692,SOL,sol-updown-15m-1767667500,0.415,0.41,0.42,0.585,0.58,0.59,1,2026-01-06 02:48:18.853394+00:00
2026-01-06T02:48:19.645000+00:00,1767667699645,SOL,sol-updown-15m-1767667500,0.415,0.41,0.42,0.585,0.58,0.59,1,2026-01-06 02:48:19.858484+00:00
2026-01-06T02:48:20.745000+00:00,1767667700745,SOL,sol-updown-15m-1767667500,0.415,0.41,0.42,0.585,0.58,0.59,1,2026-01-06 02:48:21.204839+00:00
2026-01-06T02:48:21.958000+00:00,1767667701958,SOL,sol-updown-15m-1767667500,0.415,0.41,0.42,0.585,0.58,0.59,1,2026-01-06 02:48:22.156099+00:00
2026-01-06T02:48:23.300000+00:00,1767667703300,SOL,sol-updown-15m-1767667500,0.41000000000000003,0.4,0.42,0.59,0.58,0.6,1,2026-01-06 02:48:23.301846+00:00
2026-01-06T02:48:24.164000+00:00,1767667704164,SOL,sol-updown-15m-1767667500,0.415,0.41,0.42,0.585,0.58,0.59,1,2026-01-06 02:48:24.163401+00:00
