timestamp,seconds,mid,bid,ask,asset
2026-01-07 12:30:00+00:00,0.0,3215.5,3215.36,3215.52,ETH
2026-01-07 12:30:01+00:00,1.0,3215.5,3215.42,3215.52,ETH
2026-01-07 12:30:02+00:00,2.0,3215.5,3215.45,3215.58,ETH
2026-01-07 12:30:03+00:00,3.0,3215.5,3215.44,3215.58,ETH
2026-01-07 12:30:04+00:00,4.0,3215.36,3215.18,3215.47,ETH
2026-01-07 12:30:05+00:00,5.0,3215.01,3214.86,3215.24,ETH
2026-01-07 12:30:06+00:00,6.0,3214.74,3214.6,3214.97,ETH
2026-01-07 12:30:08+00:00,8.0,3214.31,3214.21,3214.42,ETH
2026-01-07 12:30:09+00:00,9.0,3214.29,3214.28,3214.41,ETH
2026-01-07 12:30:10+00:00,10.0,3214.62,3214.56,3214.7,ETH
2026-01-07 12:30:11+00:00,11.0,3214.51,3214.48,3214.59,ETH
2026-01-07 12:30:12+00:00,12.0,3214.48,3214.47,3214.57,ETH
2026-01-07 12:30:13+00:00,13.0,3214.48,3214.47,3214.56,ETH
2026-01-07 12:30:14+00:00,14.0,3214.48,3214.47,3214.55,ETH
2026-01-07 12:30:15+00:00,15.0,3214.48,3214.47,3214.55,ETH
2026-01-07 12:30:16+00:00,16.0,3214.46,3214.45,3214.52,ETH
2026-01-07 12:30:17+00:00,17.0,3214.45,3214.43,3214.48,ETH
2026-01-07 12:30:18+00:00,18.0,3214.45,3214.43,3214.48,ETH
2026-01-07 12:30:19+00:00,19.0,3214.41,3214.39,3214.48,ETH
2026-01-07 12:30:20+00:00,20.0,3214.39,3214.37,3214.48,ETH
2026-01-07 12:30:21+00:00,21.0,3214.4,3214.38,3214.48,ETH
2026-01-07 12:30:22+00:00,22.0,3214.38,3214.31,3214.44,ETH
2026-01-07 12:30:23+00:00,23.0,3214.37,3214.24,3214.39,ETH
2026-01-07 12:30:24+00:00,24.0,3214.36,3214.24,3214.39,ETH
2026-01-07 12:30:25+00:00,25.0,3214.36,3214.24,3214.38,ETH
2026-01-07 12:30:26+00:00,26.0,3214.36,3214.26,3214.38,ETH
2026-01-07 12:30:27+00:00,27.0,3214.36,3214.29,3214.38,ETH
2026-01-07 12:30:28+00:00,28.0,3214.37,3214.29,3214.38,ETH
2026-01-07 12:30:29+00:00,29.0,3214.37,3214.29,3214.38,ETH
2026-01-07 12:30:30+00:00,30.0,3214.37,3214.29,3214.38,ETH
2026-01-07 12:30:31+00:00,31.0,3214.37,3214.29,3214.38,ETH
2026-01-07 12:30:32+00:00,32.0,3214.38,3214.33,3214.4,ETH
2026-01-07 12:30:33+00:00,33.0,3214.4,3214.37,3214.43,ETH
2026-01-07 12:30:34+00:00,34.0,3214.41,3214.39,3214.43,ETH
