timestamp,collected_at,seconds,up_mid,up_best_bid,up_best_ask,down_mid,down_best_bid,down_best_ask,up_best_bid_size,up_best_ask_size,down_best_bid_size,down_best_ask_size,up_bid_2,up_bid_2_size,up_ask_2,up_ask_2_size,down_bid_2,down_bid_2_size,down_ask_2,down_ask_2_size
2026-01-06 18:30:00.235000+00:00,2026-01-06 18:30:00.760555+00:00,0.235,0.485,0.48,0.49,0.515,0.51,0.52,1.0,144.77,144.77,1.0,0.47,39.0,0.5,105.23,0.5,105.23,0.53,39.0
2026-01-06 18:30:01.242000+00:00,2026-01-06 18:30:01.768074+00:00,1.242,0.485,0.48,0.49,0.515,0.51,0.52,128.0,149.77,149.77,128.0,0.47,166.0,0.5,88.0,0.5,88.0,0.53,377.0
2026-01-06 18:30:02.235000+00:00,2026-01-06 18:30:02.776043+00:00,2.235,0.515,0.51,0.52,0.485,0.48,0.49,35.3,219.3,224.3,40.3,0.5,34.0,0.53,549.1,0.47,549.1,0.5,34.0
2026-01-06 18:30:03.275000+00:00,2026-01-06 18:30:03.785152+00:00,3.275,0.505,0.5,0.51,0.495,0.49,0.5,5.0,122.0,131.0,10.0,0.49,349.0,0.52,97.3,0.48,92.3,0.51,349.0
2026-01-06 18:30:04.275000+00:00,2026-01-06 18:30:04.787748+00:00,4.275,0.505,0.5,0.51,0.495,0.49,0.5,336.98,116.0,51.0,336.98,0.49,334.0,0.52,182.3,0.48,259.3,0.51,369.0
2026-01-06 18:30:05.299000+00:00,2026-01-06 18:30:05.801615+00:00,5.299,0.495,0.49,0.5,0.505,0.5,0.51,20.0,15.0,96.0,35.0,0.48,30.0,0.51,193.0,0.49,203.0,0.52,35.0
2026-01-06 18:30:06.310000+00:00,2026-01-06 18:30:06.812237+00:00,6.31,0.485,0.48,0.49,0.515,0.51,0.52,302.32,9.0,9.0,338.0,0.47,288.0,0.5,262.0,0.5,172.0,0.53,288.0
2026-01-06 18:30:07.325000+00:00,2026-01-06 18:30:07.817911+00:00,7.325,0.515,0.51,0.52,0.485,0.48,0.49,324.0,318.3,318.3,354.0,0.5,360.0,0.53,143.1,0.47,143.1,0.5,375.0
2026-01-06 18:30:08.289000+00:00,2026-01-06 18:30:08.820117+00:00,8.289,0.505,0.5,0.51,0.485,0.48,0.49,222.0,40.0,206.03,308.0,0.49,351.0,0.52,246.03,0.47,341.1,0.5,349.0
2026-01-06 18:30:09.329000+00:00,2026-01-06 18:30:09.830589+00:00,9.329,0.525,0.52,0.53,0.475,0.47,0.48,157.97,431.1,481.1,203.97,0.51,40.0,0.54,796.9,0.46,796.9,0.49,40.0
