strategy,epsilon,min_tau,max_tau,n_trades,n_markets,total_pnl,mean_pnl_per_market,std_pnl_per_market,t_stat,hit_rate_market,hit_rate_trade,avg_trades_per_market,tau_max,delta_threshold_bps,hold_seconds,inventory_phase_end,tilt_phase_start,inventory_epsilon,tilt_delta_threshold_bps
Strategy_B,,,,8,36,-0.481,-0.01336111111111111,0.08869760917305423,-0.9038199272119816,0.08333333333333333,0.375,0.2222222222222222,120.0,15.0,120.0,,,,
Strategy_B,,,,8,36,-0.481,-0.01336111111111111,0.08869760917305423,-0.9038199272119816,0.08333333333333333,0.375,0.2222222222222222,120.0,15.0,180.0,,,,
Strategy_B,,,,8,36,-0.481,-0.01336111111111111,0.08869760917305423,-0.9038199272119816,0.08333333333333333,0.375,0.2222222222222222,120.0,15.0,240.0,,,,
Strategy_B,,,,4,36,0.020000000000000018,0.0005555555555555561,0.003333333333333337,0.9999999999999998,0.027777777777777776,0.25,0.1111111111111111,120.0,20.0,120.0,,,,
Strategy_B,,,,4,36,0.020000000000000018,0.0005555555555555561,0.003333333333333337,0.9999999999999998,0.027777777777777776,0.25,0.1111111111111111,120.0,20.0,180.0,,,,
Strategy_B,,,,4,36,0.020000000000000018,0.0005555555555555561,0.003333333333333337,0.9999999999999998,0.027777777777777776,0.25,0.1111111111111111,120.0,20.0,240.0,,,,
Strategy_B,,,,33,36,0.3790000000000003,0.010527777777777787,0.1851633234450234,0.34114027276801095,0.3611111111111111,0.5454545454545454,0.9166666666666666,180.0,5.0,120.0,,,,
Strategy_B,,,,20,36,-0.12199999999999978,-0.0033888888888888857,0.1996946637498327,-0.10182211658297428,0.3333333333333333,0.6,0.5555555555555556,180.0,5.0,180.0,,,,
Strategy_B,,,,20,36,-0.12199999999999978,-0.0033888888888888857,0.1996946637498327,-0.10182211658297428,0.3333333333333333,0.6,0.5555555555555556,180.0,5.0,240.0,,,,
Strategy_B,,,,19,36,0.3900000000000001,0.010833333333333337,0.11307077429645558,0.5748611911826058,0.2222222222222222,0.5263157894736842,0.5277777777777778,180.0,10.0,120.0,,,,
Strategy_B,,,,11,36,0.40800000000000014,0.011333333333333338,0.11388691132622998,0.5970835384692581,0.2222222222222222,0.7272727272727273,0.3055555555555556,180.0,10.0,180.0,,,,
Strategy_B,,,,11,36,0.40800000000000014,0.011333333333333338,0.11388691132622998,0.5970835384692581,0.2222222222222222,0.7272727272727273,0.3055555555555556,180.0,10.0,240.0,,,,
Strategy_B,,,,13,36,0.33999999999999997,0.009444444444444443,0.03471882523065584,1.6321596796608033,0.1111111111111111,0.38461538461538464,0.3611111111111111,180.0,15.0,120.0,,,,
Strategy_B,,,,8,36,-0.19100000000000006,-0.005305555555555557,0.09639911660663539,-0.33022432625842313,0.1111111111111111,0.5,0.2222222222222222,180.0,15.0,180.0,,,,
Strategy_B,,,,8,36,-0.19100000000000006,-0.005305555555555557,0.09639911660663539,-0.33022432625842313,0.1111111111111111,0.5,0.2222222222222222,180.0,15.0,240.0,,,,
Strategy_B,,,,6,36,0.09099999999999997,0.002527777777777777,0.013406791692722882,1.1312674213398144,0.05555555555555555,0.3333333333333333,0.16666666666666666,180.0,20.0,120.0,,,,
Strategy_B,,,,5,36,0.09899999999999998,0.0027499999999999994,0.013615904565722283,1.2118181293322485,0.05555555555555555,0.4,0.1388888888888889,180.0,20.0,180.0,,,,
Strategy_B,,,,5,36,0.09899999999999998,0.0027499999999999994,0.013615904565722283,1.2118181293322485,0.05555555555555555,0.4,0.1388888888888889,180.0,20.0,240.0,,,,
Strategy_B,,,,50,36,2.3790000000000004,0.06608333333333334,0.23437264284528966,1.6917503475938158,0.4444444444444444,0.58,1.3888888888888888,300.0,5.0,120.0,,,,
Strategy_B,,,,36,36,2.098,0.058277777777777776,0.24456347246367768,1.4297583492097283,0.3888888888888889,0.6388888888888888,1.0,300.0,5.0,180.0,,,,
Strategy_B,,,,34,36,2.6390000000000002,0.07330555555555557,0.24200989583597549,1.8174187952687466,0.4444444444444444,0.6764705882352942,0.9444444444444444,300.0,5.0,240.0,,,,
Strategy_B,,,,32,36,2.0300000000000002,0.0563888888888889,0.16098185838832504,2.10168609507039,0.3611111111111111,0.65625,0.8888888888888888,300.0,10.0,120.0,,,,
Strategy_B,,,,23,36,1.949,0.05413888888888889,0.15631874995438513,2.078019005577526,0.3055555555555556,0.6956521739130435,0.6388888888888888,300.0,10.0,180.0,,,,
Strategy_B,,,,23,36,1.74,0.048333333333333325,0.18660117898877274,1.554116654415396,0.3333333333333333,0.6521739130434783,0.6388888888888888,300.0,10.0,240.0,,,,
Strategy_B,,,,22,36,0.5199999999999998,0.014444444444444439,0.057343299244584506,1.5113651953824652,0.16666666666666666,0.5,0.6111111111111112,300.0,15.0,120.0,,,,
Strategy_B,,,,16,36,1.1489999999999998,0.03191666666666666,0.08299203920514647,2.3074502305773534,0.19444444444444445,0.625,0.4444444444444444,300.0,15.0,180.0,,,,
Strategy_B,,,,15,36,1.23,0.034166666666666665,0.0836788076943192,2.449843701751466,0.2222222222222222,0.6,0.4166666666666667,300.0,15.0,240.0,,,,
Strategy_B,,,,8,36,0.32999999999999996,0.009166666666666665,0.03744519805185782,1.4688131686159207,0.08333333333333333,0.5,0.2222222222222222,300.0,20.0,120.0,,,,
Strategy_B,,,,7,36,0.351,0.00975,0.03974876458098145,1.47174385459996,0.08333333333333333,0.5714285714285714,0.19444444444444445,300.0,20.0,180.0,,,,
Strategy_B,,,,7,36,0.369,0.01025,0.04108484252999256,1.4969024149259929,0.08333333333333333,0.42857142857142855,0.19444444444444445,300.0,20.0,240.0,,,,
Strategy_B,,,,70,36,2.959000000000001,0.08219444444444447,0.23286707666998657,2.117803313886103,0.5,0.6,1.9444444444444444,420.0,5.0,120.0,,,,
Strategy_B,,,,55,36,2.559,0.07108333333333333,0.2641340974364564,1.614710119365049,0.4444444444444444,0.6,1.5277777777777777,420.0,5.0,180.0,,,,
Strategy_B,,,,42,36,1.5180000000000007,0.042166666666666686,0.28970295131392776,0.8733083279011693,0.4166666666666667,0.6428571428571429,1.1666666666666667,420.0,5.0,240.0,,,,
Strategy_B,,,,43,36,3.1590000000000003,0.08775000000000001,0.1706038644680377,3.086096564352086,0.4444444444444444,0.6744186046511628,1.1944444444444444,420.0,10.0,120.0,,,,
Strategy_B,,,,32,36,2.6889999999999996,0.07469444444444445,0.1716913874941971,2.6103037153323374,0.3888888888888889,0.75,0.8888888888888888,420.0,10.0,180.0,,,,
Strategy_B,,,,27,36,2.088,0.058,0.2007797656281984,1.73324238581104,0.3611111111111111,0.7777777777777778,0.75,420.0,10.0,240.0,,,,
Strategy_B,,,,29,36,1.24,0.034444444444444444,0.0974369963307996,2.1210287103374084,0.2777777777777778,0.5862068965517241,0.8055555555555556,420.0,15.0,120.0,,,,
Strategy_B,,,,21,36,1.819,0.05052777777777777,0.1019426971002018,2.973892934858072,0.3055555555555556,0.7619047619047619,0.5833333333333334,420.0,15.0,180.0,,,,
Strategy_B,,,,18,36,1.8699999999999997,0.051944444444444446,0.10857043650340402,2.8706402654731424,0.3055555555555556,0.8333333333333334,0.5,420.0,15.0,240.0,,,,
Strategy_B,,,,11,36,0.3700000000000001,0.010277777777777782,0.04576249937674243,1.3475371211478702,0.1111111111111111,0.5454545454545454,0.3055555555555556,420.0,20.0,120.0,,,,
Strategy_B,,,,9,36,0.371,0.010305555555555556,0.04878455226485674,1.2674777252773237,0.1111111111111111,0.5555555555555556,0.25,420.0,20.0,180.0,,,,
Strategy_B,,,,8,36,0.3690000000000001,0.010250000000000002,0.047772900267829696,1.2873407236155214,0.08333333333333333,0.5,0.2222222222222222,420.0,20.0,240.0,,,,
Strategy_C,,,,153,36,9.874999999999998,0.2743055555555555,1.9098088882614772,0.8617790730001029,0.5,0.5359477124183006,4.25,,,,180.0,120.0,0.01,10.0
Strategy_C,,,,141,36,10.465000000000002,0.2906944444444445,1.8226597491334227,0.9569348681211207,0.5,0.5319148936170213,3.9166666666666665,,,,180.0,120.0,0.01,15.0
Strategy_C,,,,125,36,10.938999999999998,0.3038611111111111,1.819732196196192,1.0018873494010017,0.5,0.56,3.4722222222222223,,,,180.0,120.0,0.01,20.0
Strategy_C,,,,76,36,0.21600000000000064,0.005999999999999968,0.9344333653534179,0.038526021581414764,0.4166666666666667,0.4605263157894737,2.111111111111111,,,,180.0,120.0,0.02,10.0
Strategy_C,,,,64,36,0.8059999999999996,0.02238888888888889,0.8209324063971503,0.16363507188476809,0.3888888888888889,0.4375,1.7777777777777777,,,,180.0,120.0,0.02,15.0
Strategy_C,,,,48,36,1.2800000000000002,0.03555555555555556,0.815315695016159,0.26165733670698593,0.3611111111111111,0.4791666666666667,1.3333333333333333,,,,180.0,120.0,0.02,20.0
Strategy_C,,,,59,36,0.09600000000000053,0.0026666666666666813,0.7841071355369751,0.020405374820422862,0.2777777777777778,0.423728813559322,1.6388888888888888,,,,180.0,120.0,0.03,10.0
Strategy_C,,,,47,36,0.6860000000000004,0.01905555555555558,0.6675225815097171,0.17128009823240584,0.25,0.3829787234042553,1.3055555555555556,,,,180.0,120.0,0.03,15.0
Strategy_C,,,,31,36,1.1600000000000006,0.032222222222222235,0.6606711354420967,0.2926317239574299,0.2222222222222222,0.41935483870967744,0.8611111111111112,,,,180.0,120.0,0.03,20.0
Strategy_C,,,,169,36,9.831999999999999,0.2731111111111111,1.9859682888818857,0.8251222720123328,0.5,0.5562130177514792,4.694444444444445,,,,180.0,180.0,0.01,10.0
Strategy_C,,,,155,36,10.063,0.2795277777777778,1.8557403526218872,0.9037722676542966,0.5,0.5419354838709678,4.305555555555555,,,,180.0,180.0,0.01,15.0
Strategy_C,,,,128,36,11.088000000000003,0.308,1.81580031941841,1.0177330515019973,0.5277777777777778,0.5703125,3.5555555555555554,,,,180.0,180.0,0.01,20.0
Strategy_C,,,,92,36,0.1729999999999996,0.004805555555555507,1.0624430826958466,0.027138708701619337,0.5,0.5108695652173914,2.5555555555555554,,,,180.0,180.0,0.02,10.0
Strategy_C,,,,78,36,0.40400000000000036,0.011222222222222208,0.8624410906958428,0.0780729652839323,0.4444444444444444,0.47435897435897434,2.1666666666666665,,,,180.0,180.0,0.02,15.0
Strategy_C,,,,51,36,1.4290000000000003,0.03969444444444445,0.8110370370068345,0.2936569549839925,0.3888888888888889,0.5098039215686274,1.4166666666666667,,,,180.0,180.0,0.02,20.0
Strategy_C,,,,75,36,0.052999999999999936,0.0014722222222222205,0.9176933657230304,0.009625582643690286,0.3611111111111111,0.49333333333333335,2.0833333333333335,,,,180.0,180.0,0.03,10.0
Strategy_C,,,,61,36,0.2840000000000007,0.007888888888888909,0.7229553543922642,0.0654720005125671,0.3055555555555556,0.4426229508196721,1.6944444444444444,,,,180.0,180.0,0.03,15.0
Strategy_C,,,,34,36,1.3090000000000002,0.036361111111111115,0.66093579341406,0.3300875347357541,0.25,0.47058823529411764,0.9444444444444444,,,,180.0,180.0,0.03,20.0
Strategy_C,,,,125,36,4.885,0.13569444444444445,1.5318313002872355,0.5314989101698088,0.4722222222222222,0.496,3.4722222222222223,,,,300.0,120.0,0.01,10.0
Strategy_C,,,,113,36,5.474999999999998,0.15208333333333326,1.436283505141954,0.6353202530929388,0.4722222222222222,0.48672566371681414,3.138888888888889,,,,300.0,120.0,0.01,15.0
Strategy_C,,,,97,36,5.948999999999998,0.16524999999999995,1.4321956046574085,0.6922937039994433,0.4722222222222222,0.5154639175257731,2.6944444444444446,,,,300.0,120.0,0.01,20.0
Strategy_C,,,,61,36,-3.254,-0.0903888888888889,0.6306520561078159,-0.8599564975343811,0.3055555555555556,0.3770491803278688,1.6944444444444444,,,,300.0,120.0,0.02,10.0
Strategy_C,,,,49,36,-2.664,-0.074,0.4890445495336508,-0.9078927480602638,0.2777777777777778,0.32653061224489793,1.3611111111111112,,,,300.0,120.0,0.02,15.0
Strategy_C,,,,33,36,-2.19,-0.06083333333333333,0.48261416117995193,-0.7562977412589904,0.2222222222222222,0.3333333333333333,0.9166666666666666,,,,300.0,120.0,0.02,20.0
Strategy_C,,,,49,36,-1.924,-0.05344444444444444,0.5360775234153277,-0.5981721908870803,0.25,0.3673469387755102,1.3611111111111112,,,,300.0,120.0,0.03,10.0
Strategy_C,,,,37,36,-1.334,-0.03705555555555555,0.37359886390500585,-0.5951124449614641,0.2222222222222222,0.2972972972972973,1.0277777777777777,,,,300.0,120.0,0.03,15.0
Strategy_C,,,,21,36,-0.86,-0.023888888888888887,0.3637681976029537,-0.394023815929558,0.16666666666666666,0.2857142857142857,0.5833333333333334,,,,300.0,120.0,0.03,20.0
Strategy_C,,,,141,36,4.841999999999999,0.13449999999999995,1.6153967314563937,0.49956768160130693,0.4722222222222222,0.524822695035461,3.9166666666666665,,,,300.0,180.0,0.01,10.0
Strategy_C,,,,127,36,5.073,0.14091666666666663,1.4782010954438602,0.5719790105730649,0.4722222222222222,0.5039370078740157,3.5277777777777777,,,,300.0,180.0,0.01,15.0
Strategy_C,,,,100,36,6.097999999999999,0.1693888888888888,1.427609876237258,0.7119125121297676,0.5,0.53,2.7777777777777777,,,,300.0,180.0,0.01,20.0
Strategy_C,,,,77,36,-3.2970000000000006,-0.09158333333333336,0.7806712633551792,-0.7038814233258079,0.3888888888888889,0.45454545454545453,2.138888888888889,,,,300.0,180.0,0.02,10.0
Strategy_C,,,,63,36,-3.066,-0.08516666666666665,0.547901842095305,-0.9326488081255873,0.3333333333333333,0.3968253968253968,1.75,,,,300.0,180.0,0.02,15.0
Strategy_C,,,,36,36,-2.041000000000001,-0.05669444444444444,0.47621266674486307,-0.7143167127238873,0.25,0.3888888888888889,1.0,,,,300.0,180.0,0.02,20.0
Strategy_C,,,,65,36,-1.9670000000000005,-0.05463888888888889,0.6992780420967973,-0.46881685623978614,0.3333333333333333,0.46153846153846156,1.8055555555555556,,,,300.0,180.0,0.03,10.0
Strategy_C,,,,51,36,-1.7359999999999998,-0.048222222222222215,0.45687704573619686,-0.6332848980563489,0.2777777777777778,0.39215686274509803,1.4166666666666667,,,,300.0,180.0,0.03,15.0
Strategy_C,,,,24,36,-0.7109999999999997,-0.01975,0.3649038523071132,-0.3247430775279048,0.19444444444444445,0.375,0.6666666666666666,,,,300.0,180.0,0.03,20.0
Strategy_C,,,,100,36,2.8449999999999993,0.07902777777777781,1.1593148588987774,0.4090059426281083,0.4722222222222222,0.47,2.7777777777777777,,,,420.0,120.0,0.01,10.0
Strategy_C,,,,88,36,3.434999999999999,0.09541666666666669,1.0427896754105581,0.5490081207167691,0.4722222222222222,0.45454545454545453,2.4444444444444446,,,,420.0,120.0,0.01,15.0
Strategy_C,,,,72,36,3.9089999999999994,0.10858333333333331,1.035642916260233,0.6290778315296207,0.4444444444444444,0.4861111111111111,2.0,,,,420.0,120.0,0.01,20.0
Strategy_C,,,,53,36,-0.8440000000000004,-0.02344444444444446,0.5409121631595727,-0.26005454535354783,0.2777777777777778,0.39622641509433965,1.4722222222222223,,,,420.0,120.0,0.02,10.0
Strategy_C,,,,41,36,-0.25400000000000034,-0.007055555555555559,0.3630034981684607,-0.11661962914111512,0.25,0.34146341463414637,1.1388888888888888,,,,420.0,120.0,0.02,15.0
Strategy_C,,,,25,36,0.22000000000000008,0.006111111111111107,0.3517245495130511,0.10424824402342744,0.19444444444444445,0.36,0.6944444444444444,,,,420.0,120.0,0.02,20.0
Strategy_C,,,,45,36,-0.6440000000000001,-0.01788888888888889,0.46935748043942416,-0.2286814162050751,0.2222222222222222,0.37777777777777777,1.25,,,,420.0,120.0,0.03,10.0
Strategy_C,,,,33,36,-0.05399999999999999,-0.0015000000000000013,0.26701070069514876,-0.0337065142953783,0.19444444444444445,0.30303030303030304,0.9166666666666666,,,,420.0,120.0,0.03,15.0
Strategy_C,,,,17,36,0.42,0.011666666666666665,0.25116300910535594,0.27870346134703666,0.1388888888888889,0.29411764705882354,0.4722222222222222,,,,420.0,120.0,0.03,20.0
Strategy_C,,,,116,36,2.802,0.07783333333333338,1.2626083093569211,0.36986925916704555,0.4722222222222222,0.5086206896551724,3.2222222222222223,,,,420.0,180.0,0.01,10.0
Strategy_C,,,,102,36,3.033,0.08424999999999999,1.0925969947135783,0.46265915286771914,0.4722222222222222,0.4803921568627451,2.8333333333333335,,,,420.0,180.0,0.01,15.0
Strategy_C,,,,75,36,4.058,0.11272222222222222,1.0301394527264218,0.6565454138692715,0.4722222222222222,0.5066666666666667,2.0833333333333335,,,,420.0,180.0,0.01,20.0
Strategy_C,,,,69,36,-0.8870000000000001,-0.024638888888888905,0.7102647857475519,-0.20813833981328414,0.3611111111111111,0.4782608695652174,1.9166666666666667,,,,420.0,180.0,0.02,10.0
Strategy_C,,,,55,36,-0.6559999999999998,-0.018222222222222226,0.4408414753051332,-0.24801054224232671,0.3055555555555556,0.41818181818181815,1.5277777777777777,,,,420.0,180.0,0.02,15.0
Strategy_C,,,,28,36,0.3690000000000001,0.010249999999999997,0.34205591648150163,0.1797951651665873,0.2222222222222222,0.42857142857142855,0.7777777777777778,,,,420.0,180.0,0.02,20.0
Strategy_C,,,,61,36,-0.6870000000000005,-0.01908333333333334,0.6496110209744201,-0.17625932489299428,0.3055555555555556,0.47540983606557374,1.6944444444444444,,,,420.0,180.0,0.03,10.0
Strategy_C,,,,47,36,-0.45599999999999974,-0.01266666666666666,0.37586167668438875,-0.20220204589737198,0.25,0.40425531914893614,1.3055555555555556,,,,420.0,180.0,0.03,15.0
Strategy_C,,,,20,36,0.5690000000000002,0.01580555555555556,0.2522055646202059,0.376016022787372,0.16666666666666666,0.4,0.5555555555555556,,,,420.0,180.0,0.03,20.0
