shift_seconds,n_trades,n_markets,total_pnl,mean_pnl_per_market,t_stat,hit_rate
0,43,36,3.1590000000000003,0.08775000000000001,3.086096564352086,0.6744186046511628
5,43,24,3.0870000000000006,0.12862500000000002,3.0395624149956846,0.6744186046511628
15,42,24,2.418,0.10075,2.3807358389128646,0.6666666666666666
30,41,24,2.5780000000000003,0.10741666666666667,2.869157553280654,0.5853658536585366
60,42,24,-1.0119999999999996,-0.04216666666666665,-1.0403876474941087,0.4523809523809524
120,43,24,-1.8009999999999993,-0.07504166666666665,-1.605741461118691,0.4418604651162791
