timestamp,collected_at,seconds,mid,bid,ask,asset
2026-01-06 03:15:00+00:00,2026-01-06 03:17:23.099719+00:00,0.0,2.399811,2.3995,2.4001,XRP
2026-01-06 03:15:01+00:00,2026-01-06 03:17:24.381036+00:00,1.0,2.399811,2.3995,2.4001,XRP
2026-01-06 03:15:02+00:00,2026-01-06 03:17:25.402672+00:00,2.0,2.399711,2.3994,2.4002,XRP
2026-01-06 03:15:03+00:00,2026-01-06 03:17:26.440023+00:00,3.0,2.399911,2.3995,2.4007,XRP
2026-01-06 03:15:04+00:00,2026-01-06 03:17:27.443492+00:00,4.0,2.400512,2.4001,2.4008,XRP
2026-01-06 03:15:05+00:00,2026-01-06 03:17:28.559251+00:00,5.0,2.400512,2.4002,2.4008,XRP
2026-01-06 03:15:06+00:00,2026-01-06 03:17:29.609350+00:00,6.0,2.400912,2.4006,2.4012,XRP
2026-01-06 03:15:07+00:00,2026-01-06 03:17:30.708653+00:00,7.0,2.401412,2.4011,2.4017,XRP
2026-01-06 03:15:09+00:00,2026-01-06 03:17:31.853893+00:00,9.0,2.401012,2.4009,2.4012,XRP
2026-01-06 03:15:10+00:00,2026-01-06 03:17:33.105652+00:00,10.0,2.400912,2.4007,2.4011,XRP
2026-01-06 03:15:11+00:00,2026-01-06 03:17:34.104460+00:00,11.0,2.400211,2.4,2.4004,XRP
2026-01-06 03:15:12+00:00,2026-01-06 03:17:35.181692+00:00,12.0,2.400011,2.3998,2.4002,XRP
2026-01-06 03:15:13+00:00,2026-01-06 03:17:36.189174+00:00,13.0,2.400011,2.3997,2.4002,XRP
2026-01-06 03:15:14+00:00,2026-01-06 03:17:37.338979+00:00,14.0,2.400011,2.3997,2.4002,XRP
2026-01-06 03:15:15+00:00,2026-01-06 03:17:38.512169+00:00,15.0,2.399411,2.3992,2.3995,XRP
2026-01-06 03:15:16+00:00,2026-01-06 03:17:39.652521+00:00,16.0,2.399111,2.3988,2.3992,XRP
2026-01-06 03:15:17+00:00,2026-01-06 03:17:40.768173+00:00,17.0,2.398811,2.3985,2.399,XRP
2026-01-06 03:15:18+00:00,2026-01-06 03:17:41.748687+00:00,18.0,2.398511,2.3982,2.3987,XRP
2026-01-06 03:15:19+00:00,2026-01-06 03:17:42.808168+00:00,19.0,2.398311,2.3981,2.3985,XRP
2026-01-06 03:15:20+00:00,2026-01-06 03:17:43.953703+00:00,20.0,2.397911,2.3977,2.3981,XRP
2026-01-06 03:15:22+00:00,2026-01-06 03:17:45.164483+00:00,22.0,2.397611,2.3973,2.3977,XRP
2026-01-06 03:15:23+00:00,2026-01-06 03:17:46.160937+00:00,23.0,2.397311,2.397,2.3975,XRP
2026-01-06 03:15:24+00:00,2026-01-06 03:17:47.193951+00:00,24.0,2.397311,2.397,2.3975,XRP
2026-01-06 03:15:25+00:00,2026-01-06 03:17:48.210916+00:00,25.0,2.398011,2.3977,2.3983,XRP
2026-01-06 03:15:26+00:00,2026-01-06 03:17:49.209439+00:00,26.0,2.398211,2.3979,2.3987,XRP
2026-01-06 03:15:27+00:00,2026-01-06 03:17:50.204781+00:00,27.0,2.398611,2.3984,2.399,XRP
2026-01-06 03:15:28+00:00,2026-01-06 03:17:51.232439+00:00,28.0,2.398511,2.3983,2.3986,XRP
2026-01-06 03:15:29+00:00,2026-01-06 03:17:52.654728+00:00,29.0,2.398211,2.398,2.3984,XRP
2026-01-06 03:15:30+00:00,2026-01-06 03:17:53.642959+00:00,30.0,2.398311,2.398,2.3985,XRP
2026-01-06 03:15:31+00:00,2026-01-06 03:17:54.650401+00:00,31.0,2.398311,2.3981,2.3986,XRP
2026-01-06 03:15:32+00:00,2026-01-06 03:17:55.695215+00:00,32.0,2.398411,2.3981,2.3986,XRP
2026-01-06 03:15:33+00:00,2026-01-06 03:17:56.708456+00:00,33.0,2.398811,2.3985,2.399,XRP
2026-01-06 03:15:34+00:00,2026-01-06 03:17:57.708236+00:00,34.0,2.399311,2.3989,2.3995,XRP
2026-01-06 03:15:35+00:00,2026-01-06 03:17:58.836129+00:00,35.0,2.399211,2.3989,2.3994,XRP
2026-01-06 03:15:36+00:00,2026-01-06 03:17:59.834454+00:00,36.0,2.399111,2.3988,2.3993,XRP
2026-01-06 03:15:38+00:00,2026-01-06 03:18:01.215097+00:00,38.0,2.399011,2.3987,2.3992,XRP
2026-01-06 03:15:39+00:00,2026-01-06 03:18:02.214038+00:00,39.0,2.398811,2.3986,2.399,XRP
2026-01-06 03:15:40+00:00,2026-01-06 03:18:03.207039+00:00,40.0,2.398611,2.3984,2.3989,XRP
2026-01-06 03:15:41+00:00,2026-01-06 03:18:04.247284+00:00,41.0,2.398611,2.3983,2.3988,XRP
2026-01-06 03:15:42+00:00,2026-01-06 03:18:06.049398+00:00,42.0,2.398511,2.3983,2.3986,XRP
2026-01-06 03:15:43+00:00,2026-01-06 03:18:07.238523+00:00,43.0,2.398511,2.3982,2.3986,XRP
2026-01-06 03:15:44+00:00,2026-01-06 03:18:08.020853+00:00,44.0,2.398711,2.3985,2.399,XRP
2026-01-06 03:15:45+00:00,2026-01-06 03:18:09.157599+00:00,45.0,2.398811,2.3986,2.3991,XRP
2026-01-06 03:15:46+00:00,2026-01-06 03:18:10.203009+00:00,46.0,2.399011,2.3987,2.3993,XRP
2026-01-06 03:15:47+00:00,2026-01-06 03:18:11.365433+00:00,47.0,2.399111,2.3988,2.3994,XRP
2026-01-06 03:15:48+00:00,2026-01-06 03:18:12.425668+00:00,48.0,2.399311,2.399,2.3997,XRP
2026-01-06 03:15:50+00:00,2026-01-06 03:18:13.569902+00:00,50.0,2.399511,2.3992,2.3996,XRP
2026-01-06 03:15:51+00:00,2026-01-06 03:18:14.731800+00:00,51.0,2.399111,2.3989,2.3994,XRP
2026-01-06 03:15:52+00:00,2026-01-06 03:18:15.619114+00:00,52.0,2.399111,2.3989,2.3994,XRP
2026-01-06 03:15:53+00:00,2026-01-06 03:18:16.676204+00:00,53.0,2.399111,2.3989,2.3994,XRP
2026-01-06 03:15:54+00:00,2026-01-06 03:18:17.833105+00:00,54.0,2.399111,2.3989,2.3994,XRP
2026-01-06 03:15:55+00:00,2026-01-06 03:18:18.761501+00:00,55.0,2.399111,2.3988,2.3992,XRP
2026-01-06 03:15:56+00:00,2026-01-06 03:18:19.886651+00:00,56.0,2.398411,2.3982,2.3986,XRP
2026-01-06 03:15:57+00:00,2026-01-06 03:18:21.008112+00:00,57.0,2.398311,2.3981,2.3986,XRP
2026-01-06 03:15:59+00:00,2026-01-06 03:18:22.333923+00:00,59.0,2.398311,2.398,2.3986,XRP
2026-01-06 03:16:00+00:00,2026-01-06 03:18:23.355136+00:00,60.0,2.398311,2.398,2.3987,XRP
2026-01-06 03:16:01+00:00,2026-01-06 03:18:24.332608+00:00,61.0,2.398411,2.3981,2.3987,XRP
2026-01-06 03:16:02+00:00,2026-01-06 03:18:25.313355+00:00,62.0,2.398411,2.3981,2.3988,XRP
2026-01-06 03:16:03+00:00,2026-01-06 03:18:26.331231+00:00,63.0,2.398611,2.3984,2.399,XRP
2026-01-06 03:16:04+00:00,2026-01-06 03:18:27.337863+00:00,64.0,2.398811,2.3986,2.3992,XRP
2026-01-06 03:16:05+00:00,2026-01-06 03:18:28.846324+00:00,65.0,2.398611,2.3983,2.3988,XRP
2026-01-06 03:16:06+00:00,2026-01-06 03:18:29.896625+00:00,66.0,2.398511,2.3982,2.3986,XRP
