timestamp,collected_at,seconds,mid,bid,ask,asset
2026-01-06 10:45:00+00:00,2026-01-06 10:53:28.482881+00:00,0.0,3227.681,3227.55,3227.78,ETH
2026-01-06 10:45:01+00:00,2026-01-06 10:53:29.488155+00:00,1.0,3227.681,3227.54,3227.77,ETH
2026-01-06 10:45:02+00:00,2026-01-06 10:53:30.489686+00:00,2.0,3227.681,3227.55,3227.76,ETH
2026-01-06 10:45:03+00:00,2026-01-06 10:53:31.485563+00:00,3.0,3227.541,3227.47,3227.69,ETH
2026-01-06 10:45:04+00:00,2026-01-06 10:53:32.494314+00:00,4.0,3227.341,3227.32,3227.51,ETH
2026-01-06 10:45:05+00:00,2026-01-06 10:53:33.512113+00:00,5.0,3227.281,3227.25,3227.4,ETH
2026-01-06 10:45:06+00:00,2026-01-06 10:53:34.495441+00:00,6.0,3227.291,3227.26,3227.4,ETH
2026-01-06 10:45:07+00:00,2026-01-06 10:53:35.513635+00:00,7.0,3227.291,3227.26,3227.4,ETH
2026-01-06 10:45:08+00:00,2026-01-06 10:53:36.527452+00:00,8.0,3227.231,3227.21,3227.4,ETH
2026-01-06 10:45:09+00:00,2026-01-06 10:53:37.515144+00:00,9.0,3227.221,3227.19,3227.4,ETH
2026-01-06 10:45:10+00:00,2026-01-06 10:53:38.527643+00:00,10.0,3227.211,3227.17,3227.39,ETH
2026-01-06 10:45:11+00:00,2026-01-06 10:53:39.548145+00:00,11.0,3227.161,3227.12,3227.31,ETH
2026-01-06 10:45:12+00:00,2026-01-06 10:53:40.546574+00:00,12.0,3227.171,3227.13,3227.25,ETH
2026-01-06 10:45:13+00:00,2026-01-06 10:53:41.560919+00:00,13.0,3227.211,3227.14,3227.28,ETH
2026-01-06 10:45:14+00:00,2026-01-06 10:53:42.574847+00:00,14.0,3227.251,3227.16,3227.35,ETH
2026-01-06 10:45:15+00:00,2026-01-06 10:53:43.580768+00:00,15.0,3227.251,3227.19,3227.39,ETH
