timestamp,collected_at,seconds,up_mid,up_best_bid,up_best_ask,down_mid,down_best_bid,down_best_ask,up_best_bid_size,up_best_ask_size,down_best_bid_size,down_best_ask_size,up_bid_2,up_bid_2_size,up_ask_2,up_ask_2_size,up_bid_3,up_bid_3_size,up_ask_3,up_ask_3_size,up_bid_4,up_bid_4_size,up_ask_4,up_ask_4_size,up_bid_5,up_bid_5_size,up_ask_5,up_ask_5_size,up_bid_6,up_bid_6_size,up_ask_6,up_ask_6_size,down_bid_2,down_bid_2_size,down_ask_2,down_ask_2_size,down_bid_3,down_bid_3_size,down_ask_3,down_ask_3_size,down_bid_4,down_bid_4_size,down_ask_4,down_ask_4_size,down_bid_5,down_bid_5_size,down_ask_5,down_ask_5_size,down_bid_6,down_bid_6_size,down_ask_6,down_ask_6_size
2026-01-07 07:45:00.602000+00:00,2026-01-07 07:44:58.090964+00:00,0.602,0.01,,0.01,0.99,0.99,,,15663.33,15663.33,,,,0.02,165.08,,,0.03,118.55,,,0.04,234.43,,,0.05,169.2,,,0.06,17.34,0.98,165.08,,,0.97,118.55,,,0.96,234.43,,,0.95,169.2,,,0.94,17.34,,
2026-01-07 07:45:01.571000+00:00,2026-01-07 07:44:59.112053+00:00,1.571,0.01,,0.01,0.99,0.99,,,212347.04,212347.04,,,,0.02,190.08,,,0.03,118.55,,,0.04,234.43,,,0.05,169.2,,,0.06,17.34,0.98,190.08,,,0.97,118.55,,,0.96,234.43,,,0.95,169.2,,,0.94,17.34,,
2026-01-07 07:45:02.768000+00:00,2026-01-07 07:45:00.119275+00:00,2.768,0.535,0.53,0.54,0.46499999999999997,0.46,0.47,676.64,243.0,243.0,691.64,0.52,20.0,0.55,157.0,0.51,5.0,0.56,243.0,0.49,11.64,0.57,243.0,0.48,122.0,0.58,243.0,0.47,243.0,0.59,243.0,0.45,152.0,0.48,20.0,0.44,243.0,0.49,5.0,0.43,306.0,0.51,11.64,0.42,243.0,0.52,122.0,0.41,243.0,0.53,243.0
2026-01-07 07:45:03.672000+00:00,2026-01-07 07:45:01.126542+00:00,3.672,0.535,0.53,0.54,0.455,0.45,0.46,264.64,61.0,30.0,15.0,0.52,142.0,0.55,213.0,0.51,127.0,0.56,273.0,0.5,212.0,0.57,304.0,0.49,254.64,0.58,304.0,0.48,304.0,0.59,304.0,0.42,183.0,0.47,264.64,0.41,304.0,0.48,142.0,0.4,364.0,0.49,127.0,0.39,304.0,0.5,273.0,0.38,243.0,0.51,315.64
2026-01-07 07:45:04.687000+00:00,2026-01-07 07:45:02.130686+00:00,4.687,0.545,0.54,0.55,0.455,0.45,0.46,257.34,105.0,105.0,257.34,0.53,412.64,0.57,5.0,0.52,293.0,0.58,90.0,0.51,188.0,0.59,121.0,0.5,198.0,0.6,181.0,0.49,315.64,0.61,304.0,0.42,90.0,0.47,412.64,0.41,121.0,0.48,293.0,0.4,181.0,0.49,309.0,0.39,304.0,0.5,319.0,0.38,370.0,0.51,330.64
2026-01-07 07:45:05.628000+00:00,2026-01-07 07:45:03.135152+00:00,5.628,0.535,0.53,0.54,0.46499999999999997,0.46,0.47,459.64,85.0,85.0,459.64,0.52,293.0,0.55,70.0,0.51,324.0,0.57,15.0,0.5,334.0,0.58,90.0,0.49,360.64,0.6,85.0,0.48,304.0,0.61,304.0,0.45,70.0,0.48,293.0,0.43,15.0,0.49,324.0,0.42,90.0,0.5,334.0,0.4,85.0,0.51,360.64,0.39,304.0,0.52,304.0
2026-01-07 07:45:06.697000+00:00,2026-01-07 07:45:04.158678+00:00,6.697,0.535,0.53,0.54,0.46499999999999997,0.46,0.47,413.38,100.0,70.0,438.38,0.52,293.0,0.55,75.0,0.51,339.0,0.58,90.0,0.5,334.0,0.6,253.0,0.49,395.64,0.61,319.0,0.48,304.0,0.62,370.0,0.45,100.0,0.48,323.0,0.43,5.0,0.49,374.0,0.42,90.0,0.5,364.0,0.4,253.0,0.51,360.64,0.39,304.0,0.52,304.0
2026-01-07 07:45:07.709000+00:00,2026-01-07 07:45:05.166258+00:00,7.709,0.535,0.53,0.54,0.46499999999999997,0.46,0.47,160.65,60.0,60.0,230.65,0.52,323.0,0.55,90.0,0.51,374.0,0.58,90.0,0.5,419.0,0.6,70.0,0.49,360.64,0.61,383.0,0.48,304.0,0.62,304.0,0.45,90.0,0.48,393.0,0.42,90.0,0.49,444.0,0.41,70.0,0.5,489.0,0.4,140.0,0.51,430.64,0.39,453.0,0.52,374.0
2026-01-07 07:45:08.631000+00:00,2026-01-07 07:45:06.158766+00:00,8.631,0.535,0.53,0.54,0.46499999999999997,0.46,0.47,151.14,95.0,95.0,146.14,0.52,393.0,0.55,95.0,0.51,444.0,0.56,40.0,0.5,480.0,0.57,35.0,0.49,489.64,0.58,195.0,0.48,409.0,0.59,70.0,0.45,95.0,0.48,408.0,0.44,40.0,0.49,444.0,0.43,35.0,0.5,480.0,0.42,195.0,0.51,440.64,0.41,70.0,0.52,409.0
2026-01-07 07:45:09.508000+00:00,2026-01-07 07:45:07.163101+00:00,9.508,0.535,0.53,0.54,0.46499999999999997,0.46,0.47,140.49,100.0,100.0,140.49,0.52,423.0,0.55,165.0,0.51,459.0,0.56,110.0,0.5,515.0,0.57,105.0,0.49,440.64,0.58,195.0,0.48,409.0,0.59,70.0,0.45,165.0,0.48,423.0,0.44,110.0,0.49,459.0,0.43,105.0,0.5,515.0,0.42,195.0,0.51,440.64,0.41,70.0,0.52,409.0
