timestamp,collected_at,seconds,up_mid,up_best_bid,up_best_ask,down_mid,down_best_bid,down_best_ask,up_best_bid_size,up_best_ask_size,down_best_bid_size,down_best_ask_size,up_bid_2,up_bid_2_size,up_ask_2,up_ask_2_size,down_bid_2,down_bid_2_size,down_ask_2,down_ask_2_size
2026-01-06 18:45:00.615000+00:00,2026-01-06 18:45:01.042305+00:00,0.615,0.475,0.47,0.48,0.56,0.55,0.57,300.97,262.37,11.03,85.0,0.45,35.0,0.49,97.66,0.52,262.37,0.58,5.0
2026-01-06 18:45:01.528000+00:00,2026-01-06 18:45:02.044632+00:00,1.528,0.445,0.44,0.45,0.555,0.55,0.56,5.0,6.03,6.03,5.0,0.43,175.0,0.48,262.37,0.52,277.37,0.57,175.0
2026-01-06 18:45:02.540000+00:00,2026-01-06 18:45:03.053352+00:00,2.54,0.46499999999999997,0.46,0.47,0.535,0.53,0.54,286.0,92.0,92.0,261.0,0.45,176.97,0.48,262.37,0.52,267.37,0.55,176.97
2026-01-06 18:45:03.560000+00:00,2026-01-06 18:45:04.078325+00:00,3.56,0.56,0.55,0.57,0.435,0.43,0.44,15.0,84.12,84.12,50.0,0.54,142.0,0.58,66.0,0.41,223.0,0.45,40.0
2026-01-06 18:45:04.541000+00:00,2026-01-06 18:45:05.091858+00:00,4.541,0.555,0.55,0.56,0.445,0.44,0.45,163.82,192.0,319.0,32.18,0.53,35.0,0.57,281.12,0.43,276.12,0.47,50.0
2026-01-06 18:45:05.587000+00:00,2026-01-06 18:45:06.106952+00:00,5.587,0.545,0.54,0.55,0.455,0.45,0.46,80.0,62.0,50.0,77.82,0.53,120.0,0.56,319.0,0.44,274.0,0.47,120.0
2026-01-06 18:45:06.613000+00:00,2026-01-06 18:45:07.126473+00:00,6.613,0.53,0.52,0.54,0.47,0.46,0.48,201.0,157.0,262.0,216.0,0.51,141.0,0.55,65.0,0.45,65.0,0.49,151.0
2026-01-06 18:45:07.615000+00:00,2026-01-06 18:45:08.134191+00:00,7.615,0.54,0.52,0.56,0.445,0.44,0.45,503.0,269.0,264.0,88.0,0.51,329.0,0.57,316.12,0.43,316.12,0.46,85.0
2026-01-06 18:45:08.603000+00:00,2026-01-06 18:45:09.140426+00:00,8.603,0.565,0.56,0.57,0.435,0.43,0.44,45.0,133.12,133.12,90.0,0.55,73.94,0.58,318.0,0.42,313.0,0.45,53.94
2026-01-06 18:45:09.635000+00:00,2026-01-06 18:45:10.156946+00:00,9.635,0.585,0.58,0.59,0.415,0.41,0.42,15.0,90.0,35.0,96.61,0.57,65.0,0.6,369.18,0.4,379.18,0.43,70.0
2026-01-06 18:45:10.643000+00:00,2026-01-06 18:45:11.162970+00:00,10.643,0.59,0.58,0.6,0.415,0.41,0.42,271.97,40.36,167.0,80.97,0.57,362.0,0.61,138.0,0.4,308.36,0.43,405.0
