timestamp,collected_at,seconds,up_mid,up_best_bid,up_best_ask,down_mid,down_best_bid,down_best_ask,up_best_bid_size,up_best_ask_size,down_best_bid_size,down_best_ask_size,up_bid_2,up_bid_2_size,up_ask_2,up_ask_2_size,down_bid_2,down_bid_2_size,down_ask_2,down_ask_2_size
2026-01-06 19:15:00.231000+00:00,2026-01-06 19:15:00.990814+00:00,0.231,0.47,0.46,0.48,0.525,0.52,0.53,78.11,367.07,367.07,5.0,0.45,45.0,0.49,17.35,0.51,17.35,0.54,78.11
2026-01-06 19:15:01.478000+00:00,2026-01-06 19:15:02.005615+00:00,1.478,0.46499999999999997,0.45,0.48,0.54,0.53,0.55,157.32,367.07,2.87,157.32,0.44,206.0,0.49,17.35,0.52,372.07,0.56,206.0
2026-01-06 19:15:02.449000+00:00,2026-01-06 19:15:03.024967+00:00,2.449,0.455,0.45,0.46,0.545,0.54,0.55,126.32,5.0,5.0,36.32,0.44,90.0,0.47,208.87,0.53,208.87,0.56,90.0
2026-01-06 19:15:03.491000+00:00,2026-01-06 19:15:04.030781+00:00,3.491,0.445,0.44,0.45,0.555,0.55,0.56,130.0,180.68,241.68,130.0,0.43,36.67,0.46,183.0,0.54,213.0,0.57,36.67
2026-01-06 19:15:04.488000+00:00,2026-01-06 19:15:05.031408+00:00,4.488,0.455,0.45,0.46,0.545,0.54,0.55,20.0,50.0,35.0,50.0,0.44,384.0,0.47,49.46,0.53,49.46,0.56,369.0
2026-01-06 19:15:05.530000+00:00,2026-01-06 19:15:06.037410+00:00,5.53,0.46499999999999997,0.46,0.47,0.535,0.53,0.54,73.74,196.46,196.46,28.74,0.45,147.14,0.48,689.07,0.52,568.07,0.55,147.14
2026-01-06 19:15:06.528000+00:00,2026-01-06 19:15:07.053948+00:00,6.528,0.46499999999999997,0.46,0.47,0.535,0.53,0.54,35.0,302.46,237.46,130.0,0.45,181.0,0.48,684.07,0.52,654.07,0.55,238.0
2026-01-06 19:15:07.537000+00:00,2026-01-06 19:15:08.072238+00:00,7.537,0.485,0.48,0.49,0.515,0.51,0.52,228.0,65.0,65.0,289.0,0.47,192.0,0.5,153.28,0.5,153.28,0.53,278.0
2026-01-06 19:15:08.525000+00:00,2026-01-06 19:15:09.070830+00:00,8.525,0.485,0.48,0.49,0.515,0.51,0.52,220.23,283.45,222.45,71.0,0.47,203.0,0.5,386.28,0.5,447.28,0.53,25.0
2026-01-06 19:15:09.532000+00:00,2026-01-06 19:15:10.071991+00:00,9.532,0.45,0.44,0.46,0.55,0.54,0.56,215.0,272.91,272.91,215.0,0.43,355.67,0.47,217.0,0.53,217.0,0.57,355.67
2026-01-06 19:15:10.528000+00:00,2026-01-06 19:15:11.087970+00:00,10.528,0.45,0.44,0.46,0.545,0.54,0.55,169.0,359.91,263.0,207.0,0.43,392.67,0.47,386.0,0.53,248.0,0.56,343.0
2026-01-06 19:15:11.547000+00:00,2026-01-06 19:15:12.088090+00:00,11.547,0.485,0.48,0.49,0.515,0.51,0.52,236.0,71.0,5.0,236.0,0.47,376.0,0.5,228.28,0.5,228.28,0.53,412.0
2026-01-06 19:15:12.544000+00:00,2026-01-06 19:15:13.099961+00:00,12.544,0.495,0.49,0.5,0.505,0.5,0.51,89.6,3.28,18.28,104.6,0.48,257.84,0.51,380.09,0.49,362.09,0.52,200.84
2026-01-06 19:15:13.550000+00:00,2026-01-06 19:15:14.104951+00:00,13.55,0.505,0.5,0.51,0.5,0.49,0.51,5.0,362.09,362.09,115.0,0.49,115.0,0.52,640.8,0.48,640.8,0.52,290.84
2026-01-06 19:15:14.557000+00:00,2026-01-06 19:15:15.115413+00:00,14.557,0.5,0.49,0.51,0.5,0.49,0.51,100.0,501.09,501.09,100.0,0.48,95.0,0.52,514.8,0.48,514.8,0.52,110.0
2026-01-06 19:15:15.485000+00:00,2026-01-06 19:15:16.112461+00:00,15.485,0.5,0.49,0.51,0.5,0.49,0.51,100.0,465.09,465.09,171.0,0.48,164.0,0.52,550.8,0.48,550.8,0.52,286.0
2026-01-06 19:15:16.329000+00:00,2026-01-06 19:15:17.112801+00:00,16.329,0.5,0.49,0.51,0.5,0.49,0.51,171.0,275.87,275.87,171.0,0.48,435.0,0.52,499.8,0.48,499.8,0.52,435.0
2026-01-06 19:15:17.515000+00:00,2026-01-06 19:15:18.118488+00:00,17.515,0.495,0.49,0.5,0.505,0.5,0.51,171.0,108.0,108.0,171.0,0.48,165.0,0.51,385.65,0.49,385.65,0.52,165.0
2026-01-06 19:15:18.605000+00:00,2026-01-06 19:15:19.140183+00:00,18.605,0.495,0.49,0.5,0.505,0.5,0.51,81.0,207.0,316.0,76.0,0.48,122.0,0.51,502.65,0.49,440.65,0.52,183.0
