timestamp,collected_at,seconds,up_mid,up_best_bid,up_best_ask,down_mid,down_best_bid,down_best_ask,up_best_bid_size,up_best_ask_size,down_best_bid_size,down_best_ask_size,up_bid_2,up_bid_2_size,up_ask_2,up_ask_2_size,up_bid_3,up_bid_3_size,up_ask_3,up_ask_3_size,up_bid_4,up_bid_4_size,up_ask_4,up_ask_4_size,up_bid_5,up_bid_5_size,up_ask_5,up_ask_5_size,up_bid_6,up_bid_6_size,up_ask_6,up_ask_6_size,down_bid_2,down_bid_2_size,down_ask_2,down_ask_2_size,down_bid_3,down_bid_3_size,down_ask_3,down_ask_3_size,down_bid_4,down_bid_4_size,down_ask_4,down_ask_4_size,down_bid_5,down_bid_5_size,down_ask_5,down_ask_5_size,down_bid_6,down_bid_6_size,down_ask_6,down_ask_6_size
2026-01-07 08:00:00.046000+00:00,2026-01-07 07:59:57.533613+00:00,0.046,0.01,,0.01,0.99,0.99,,,7529.77,7529.77,,,,0.02,408.66,,,0.03,5.0,,,0.04,26.42,,,0.05,478.19,,,0.06,251.6,0.98,408.66,,,0.97,5.0,,,0.96,26.42,,,0.95,478.19,,,0.94,251.6,,
2026-01-07 08:00:01.001000+00:00,2026-01-07 07:59:58.559177+00:00,1.001,0.01,,0.01,0.99,0.99,,,7529.77,12529.77,,,,0.02,408.66,,,0.04,26.42,,,0.05,478.19,,,0.06,251.6,,,0.07,110.7,0.98,408.66,,,0.96,26.42,,,0.95,478.19,,,0.94,251.6,,,0.93,110.7,,
2026-01-07 08:00:02.001000+00:00,2026-01-07 07:59:59.563256+00:00,2.001,0.01,,0.01,0.99,0.99,,,206820.99,206820.99,,,,0.02,408.66,,,0.04,26.42,,,0.05,478.19,,,0.06,251.6,,,0.07,110.7,0.98,408.66,,,0.96,26.42,,,0.95,478.19,,,0.94,251.6,,,0.93,110.7,,
2026-01-07 08:00:03.088000+00:00,2026-01-07 08:00:00.572809+00:00,3.088,0.555,0.55,0.56,0.445,0.44,0.45,8.0,243.0,304.0,8.0,0.54,5.0,0.57,541.0,0.53,2431.6,0.58,121.0,0.52,122.92,0.59,121.0,0.51,45.0,0.6,55.0,0.5,299.13,0.61,64.0,0.43,602.0,0.47,2431.6,0.42,121.0,0.48,122.92,0.41,121.0,0.49,45.0,0.4,55.0,0.5,299.13,0.39,64.0,0.51,290.1
2026-01-07 08:00:04.120000+00:00,2026-01-07 08:00:01.579104+00:00,4.12,0.535,0.53,0.54,0.46499999999999997,0.46,0.47,1487.6,333.0,348.0,1487.6,0.52,122.92,0.55,304.0,0.51,45.0,0.56,324.0,0.5,299.13,0.57,602.0,0.49,290.1,0.58,121.0,0.48,15.0,0.59,121.0,0.45,304.0,0.48,122.92,0.44,324.0,0.49,45.0,0.43,602.0,0.5,299.13,0.42,121.0,0.51,290.1,0.41,121.0,0.52,15.0
2026-01-07 08:00:05.133000+00:00,2026-01-07 08:00:02.598373+00:00,5.133,0.535,0.53,0.54,0.46499999999999997,0.46,0.47,1091.12,407.0,353.0,1116.12,0.52,122.92,0.55,304.0,0.51,45.0,0.56,324.0,0.5,334.13,0.57,602.0,0.49,335.1,0.58,121.0,0.48,45.0,0.59,121.0,0.45,304.0,0.48,122.92,0.44,376.0,0.49,45.0,0.43,602.0,0.5,334.13,0.42,121.0,0.51,335.1,0.41,121.0,0.52,45.0
2026-01-07 08:00:06.988000+00:00,2026-01-07 08:00:04.609727+00:00,6.988,0.535,0.53,0.54,0.46499999999999997,0.46,0.47,172.07,50.0,35.0,172.07,0.52,325.92,0.55,35.0,0.51,303.0,0.56,60.0,0.5,532.13,0.57,401.0,0.49,653.1,0.58,334.0,0.48,349.0,0.59,304.0,0.45,20.0,0.48,340.92,0.44,60.0,0.49,273.0,0.43,343.0,0.5,547.13,0.42,394.0,0.51,653.1,0.41,304.0,0.52,349.0
2026-01-07 08:00:08.155000+00:00,2026-01-07 08:00:05.616203+00:00,8.155,0.565,0.56,0.57,0.435,0.43,0.44,167.0,28.82,28.82,167.0,0.55,288.0,0.6,80.0,0.54,368.0,0.61,45.0,0.53,536.07,0.62,60.0,0.52,446.92,0.63,15.0,0.51,394.0,0.64,183.0,0.4,80.0,0.45,288.0,0.39,45.0,0.46,288.0,0.38,60.0,0.47,536.07,0.37,15.0,0.48,446.92,0.36,183.0,0.49,394.0
2026-01-07 08:00:09.178000+00:00,2026-01-07 08:00:06.639588+00:00,9.178,0.585,0.58,0.59,0.415,0.41,0.42,61.0,70.0,207.0,61.0,0.57,32.18,0.6,337.0,0.56,183.0,0.61,167.0,0.55,304.0,0.62,338.0,0.54,369.0,0.63,293.0,0.53,466.07,0.64,304.0,0.4,513.0,0.43,32.18,0.39,457.0,0.44,183.0,0.38,338.0,0.45,304.0,0.37,293.0,0.46,369.0,0.36,304.0,0.47,466.07
2026-01-07 08:00:10.179000+00:00,2026-01-07 08:00:07.644654+00:00,10.179,0.535,0.53,0.54,0.46499999999999997,0.46,0.47,102.07,263.0,384.0,102.07,0.52,122.92,0.55,367.0,0.51,45.0,0.56,384.0,0.5,304.13,0.57,459.0,0.49,493.1,0.58,454.0,0.48,384.0,0.59,490.0,0.45,367.0,0.48,122.92,0.44,384.0,0.49,45.0,0.43,459.0,0.5,304.13,0.42,454.0,0.51,493.1,0.41,490.0,0.52,304.0
2026-01-07 08:00:11.146000+00:00,2026-01-07 08:00:08.650021+00:00,11.146,0.535,0.53,0.54,0.46499999999999997,0.46,0.47,91.85,438.0,428.0,91.85,0.52,122.92,0.55,437.0,0.51,45.0,0.56,454.0,0.5,304.13,0.57,454.0,0.49,310.1,0.58,454.0,0.47,9.0,0.59,419.0,0.45,437.0,0.48,122.92,0.44,454.0,0.49,45.0,0.43,454.0,0.5,304.13,0.42,454.0,0.51,310.1,0.41,419.0,0.53,9.0
2026-01-07 08:00:12.194000+00:00,2026-01-07 08:00:09.655310+00:00,12.194,0.505,0.5,0.51,0.495,0.49,0.5,229.05,202.0,202.0,107.05,0.49,310.1,0.52,162.0,0.47,9.0,0.53,257.78,0.45,5.0,0.54,508.0,0.43,300.0,0.55,542.0,0.42,80.0,0.56,419.0,0.48,162.0,0.51,310.1,0.47,273.73,0.53,9.0,0.46,508.0,0.55,5.0,0.45,542.0,0.57,350.0,0.44,419.0,0.58,60.0
2026-01-07 08:00:13.195000+00:00,2026-01-07 08:00:10.672512+00:00,13.195,0.455,0.45,0.46,0.545,0.54,0.55,90.0,35.0,35.0,202.92,0.44,60.0,0.47,107.0,0.43,360.0,0.48,141.0,0.42,45.0,0.49,92.85,0.41,80.0,0.5,267.0,0.4,265.5,0.51,349.0,0.53,62.0,0.56,145.0,0.52,96.0,0.57,415.0,0.51,92.85,0.58,115.0,0.5,222.0,0.59,236.0,0.49,349.0,0.6,325.5
2026-01-07 08:00:14.201000+00:00,2026-01-07 08:00:11.690440+00:00,14.201,0.475,0.47,0.48,0.525,0.52,0.53,17.0,45.0,45.0,78.0,0.46,157.0,0.49,80.0,0.45,466.92,0.5,60.0,0.44,469.0,0.51,202.0,0.43,754.0,0.52,187.0,0.42,454.0,0.53,490.32,0.51,80.0,0.54,218.0,0.5,60.0,0.55,466.92,0.49,263.0,0.56,469.0,0.48,248.0,0.57,754.0,0.47,490.32,0.58,454.0
2026-01-07 08:00:15.019000+00:00,2026-01-07 08:00:12.695577+00:00,15.019,0.475,0.47,0.48,0.525,0.52,0.53,58.22,45.0,45.0,49.33,0.46,283.0,0.49,80.0,0.45,446.92,0.5,110.0,0.44,469.0,0.51,263.0,0.43,754.0,0.52,248.0,0.42,454.0,0.53,490.32,0.51,80.0,0.54,298.0,0.5,110.0,0.55,431.92,0.49,263.0,0.56,469.0,0.48,248.0,0.57,754.0,0.47,490.32,0.58,454.0
2026-01-07 08:00:16.243000+00:00,2026-01-07 08:00:13.701942+00:00,16.243,0.485,0.48,0.49,0.515,0.51,0.52,39.0,45.0,45.0,39.0,0.47,30.44,0.5,100.0,0.46,183.0,0.51,228.0,0.45,456.92,0.52,248.0,0.44,434.0,0.53,490.32,0.43,754.0,0.54,404.0,0.5,135.0,0.53,35.0,0.49,238.0,0.54,193.0,0.48,248.0,0.55,491.92,0.47,490.32,0.56,469.0,0.46,439.0,0.57,754.0
2026-01-07 08:00:17.232000+00:00,2026-01-07 08:00:14.707559+00:00,17.232,0.485,0.48,0.49,0.515,0.51,0.52,144.0,70.0,70.0,144.0,0.47,110.0,0.5,155.0,0.46,253.0,0.51,359.0,0.45,456.92,0.52,318.0,0.44,454.0,0.53,560.32,0.43,754.0,0.54,439.0,0.5,155.0,0.53,180.0,0.49,359.0,0.54,323.0,0.48,318.0,0.55,456.92,0.47,560.32,0.56,454.0,0.46,439.0,0.57,754.0
2026-01-07 08:00:18.229000+00:00,2026-01-07 08:00:15.716874+00:00,18.229,0.485,0.48,0.49,0.515,0.51,0.52,361.0,70.0,95.0,422.0,0.47,341.0,0.5,5.0,0.46,454.0,0.52,218.0,0.45,456.92,0.53,314.32,0.44,454.0,0.54,454.0,0.43,734.0,0.55,447.0,0.5,5.0,0.53,341.0,0.49,15.0,0.54,454.0,0.48,132.0,0.55,456.92,0.47,161.32,0.56,454.0,0.46,333.0,0.57,734.0
2026-01-07 08:00:19.228000+00:00,2026-01-07 08:00:16.724906+00:00,19.228,0.5,0.49,0.51,0.5,0.49,0.51,185.0,45.0,45.0,185.0,0.48,357.0,0.52,132.0,0.47,271.0,0.53,161.32,0.46,454.0,0.54,263.0,0.45,456.92,0.55,256.0,0.44,404.0,0.56,248.0,0.48,132.0,0.52,461.35,0.47,161.32,0.53,271.0,0.46,263.0,0.54,454.0,0.45,256.0,0.55,456.92,0.44,248.0,0.56,404.0
