timestamp,seconds,mid,bid,ask,asset
2026-01-07 03:25:25+00:00,625.0,3276.911,3276.91,3277.07,ETH
2026-01-07 03:25:26+00:00,626.0,3276.901,3276.9,3277.08,ETH
2026-01-07 03:25:27+00:00,627.0,3276.901,3276.9,3277.02,ETH
2026-01-07 03:25:28+00:00,628.0,3276.901,3276.9,3277.01,ETH
2026-01-07 03:25:29+00:00,629.0,3276.701,3276.65,3276.76,ETH
2026-01-07 03:25:30+00:00,630.0,3276.741,3276.66,3276.8,ETH
2026-01-07 03:25:31+00:00,631.0,3276.721,3276.67,3276.76,ETH
2026-01-07 03:25:32+00:00,632.0,3276.721,3276.67,3276.76,ETH
2026-01-07 03:25:33+00:00,633.0,3276.711,3276.67,3276.76,ETH
2026-01-07 03:25:34+00:00,634.0,3276.711,3276.67,3276.75,ETH
2026-01-07 03:25:35+00:00,635.0,3276.661,3276.62,3276.72,ETH
2026-01-07 03:25:36+00:00,636.0,3276.541,3276.5,3276.63,ETH
2026-01-07 03:25:37+00:00,637.0,3276.631,3276.59,3276.66,ETH
2026-01-07 03:25:38+00:00,638.0,3276.531,3276.49,3276.63,ETH
2026-01-07 03:25:39+00:00,639.0,3276.521,3276.49,3276.63,ETH
2026-01-07 03:25:40+00:00,640.0,3276.611,3276.57,3276.64,ETH
2026-01-07 03:25:41+00:00,641.0,3276.221,3276.15,3276.29,ETH
2026-01-07 03:25:42+00:00,642.0,3276.061,3276.01,3276.1,ETH
2026-01-07 03:25:43+00:00,643.0,3276.021,3276.01,3276.09,ETH
2026-01-07 03:25:44+00:00,644.0,3275.981,3275.97,3276.02,ETH
2026-01-07 03:25:45+00:00,645.0,3275.981,3275.97,3276.14,ETH
2026-01-07 03:25:46+00:00,646.0,3275.911,3275.87,3276.0,ETH
2026-01-07 03:25:47+00:00,647.0,3275.891,3275.89,3276.04,ETH
2026-01-07 03:25:48+00:00,648.0,3275.861,3275.85,3275.9,ETH
2026-01-07 03:25:49+00:00,649.0,3275.861,3275.85,3275.94,ETH
2026-01-07 03:25:50+00:00,650.0,3275.831,3275.83,3275.9,ETH
2026-01-07 03:25:51+00:00,651.0,3275.801,3275.78,3275.86,ETH
2026-01-07 03:25:52+00:00,652.0,3275.751,3275.7,3275.8,ETH
2026-01-07 03:25:53+00:00,653.0,3275.671,3275.65,3275.74,ETH
2026-01-07 03:25:54+00:00,654.0,3275.651,3275.64,3275.73,ETH
2026-01-07 03:25:55+00:00,655.0,3275.661,3275.64,3275.72,ETH
2026-01-07 03:25:56+00:00,656.0,3275.661,3275.66,3275.74,ETH
2026-01-07 03:25:57+00:00,657.0,3275.641,3275.63,3275.74,ETH
2026-01-07 03:25:58+00:00,658.0,3275.611,3275.6,3275.64,ETH
2026-01-07 03:25:59+00:00,659.0,3275.621,3275.6,3275.66,ETH
2026-01-07 03:26:00+00:00,660.0,3275.621,3275.58,3275.66,ETH
2026-01-07 03:26:01+00:00,661.0,3275.621,3275.59,3275.68,ETH
2026-01-07 03:26:02+00:00,662.0,3275.621,3275.61,3275.72,ETH
2026-01-07 03:26:03+00:00,663.0,3275.621,3275.61,3275.71,ETH
2026-01-07 03:26:04+00:00,664.0,3275.561,3275.55,3275.62,ETH
2026-01-07 03:26:05+00:00,665.0,3275.591,3275.56,3275.63,ETH
2026-01-07 03:26:06+00:00,666.0,3275.571,3275.56,3275.62,ETH
2026-01-07 03:26:07+00:00,667.0,3275.511,3275.5,3275.62,ETH
2026-01-07 03:26:08+00:00,668.0,3275.261,3275.25,3275.45,ETH
2026-01-07 03:26:09+00:00,669.0,3275.141,3275.13,3275.26,ETH
2026-01-07 03:26:10+00:00,670.0,3275.011,3275.0,3275.19,ETH
