timestamp,collected_at,seconds,up_mid,up_best_bid,up_best_ask,down_mid,down_best_bid,down_best_ask,up_best_bid_size,up_best_ask_size,down_best_bid_size,down_best_ask_size
2026-01-06 03:11:23.808000+00:00,2026-01-06 03:11:23.790073+00:00,683.808,0.985,0.98,0.99,0.015,0.01,0.02,,,,
2026-01-06 03:11:24.747000+00:00,2026-01-06 03:11:24.787210+00:00,684.747,0.985,0.98,0.99,0.015,0.01,0.02,,,,
2026-01-06 03:11:25.405000+00:00,2026-01-06 03:11:25.789120+00:00,685.405,0.985,0.98,0.99,0.015,0.01,0.02,,,,
2026-01-06 03:11:26.715000+00:00,2026-01-06 03:11:26.795774+00:00,686.715,0.985,0.98,0.99,0.015,0.01,0.02,,,,
2026-01-06 03:11:27.772000+00:00,2026-01-06 03:11:27.809921+00:00,687.772,0.985,0.98,0.99,0.015,0.01,0.02,,,,
2026-01-06 03:11:28.803000+00:00,2026-01-06 03:11:28.814500+00:00,688.803,0.985,0.98,0.99,0.015,0.01,0.02,,,,
2026-01-06 03:11:29.800000+00:00,2026-01-06 03:11:29.810810+00:00,689.8,0.985,0.98,0.99,0.015,0.01,0.02,,,,
2026-01-06 03:11:30.750000+00:00,2026-01-06 03:11:30.813161+00:00,690.75,0.985,0.98,0.99,0.015,0.01,0.02,,,,
2026-01-06 03:11:31.780000+00:00,2026-01-06 03:11:31.839274+00:00,691.78,0.985,0.98,0.99,0.015,0.01,0.02,,,,
2026-01-06 03:11:32.698000+00:00,2026-01-06 03:11:32.853797+00:00,692.698,0.985,0.98,0.99,0.015,0.01,0.02,,,,
2026-01-06 03:11:33.862000+00:00,2026-01-06 03:11:33.860780+00:00,693.862,0.985,0.98,0.99,0.015,0.01,0.02,,,,
2026-01-06 03:11:34.826000+00:00,2026-01-06 03:11:34.873534+00:00,694.826,0.985,0.98,0.99,0.015,0.01,0.02,,,,
2026-01-06 03:11:35.866000+00:00,2026-01-06 03:11:35.890965+00:00,695.866,0.985,0.98,0.99,0.015,0.01,0.02,,,,
2026-01-06 03:11:36.794000+00:00,2026-01-06 03:11:36.899018+00:00,696.794,0.985,0.98,0.99,0.01,,0.01,,,,
2026-01-06 03:11:37.824000+00:00,2026-01-06 03:11:37.908553+00:00,697.824,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:11:38.894000+00:00,2026-01-06 03:11:38.915663+00:00,698.894,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:11:39.737000+00:00,2026-01-06 03:11:39.924798+00:00,699.737,0.985,0.98,0.99,0.01,,0.01,,,,
2026-01-06 03:11:40.919000+00:00,2026-01-06 03:11:40.933683+00:00,700.919,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:11:41.908000+00:00,2026-01-06 03:11:41.946022+00:00,701.908,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:11:42.710000+00:00,2026-01-06 03:11:42.959107+00:00,702.71,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:11:43.694000+00:00,2026-01-06 03:11:43.983358+00:00,703.694,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:11:44.894000+00:00,2026-01-06 03:11:44.989944+00:00,704.894,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:11:45.690000+00:00,2026-01-06 03:11:45.999917+00:00,705.69,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:11:46.791000+00:00,2026-01-06 03:11:46.997665+00:00,706.791,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:11:47.982000+00:00,2026-01-06 03:11:47.999303+00:00,707.982,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:11:49.791000+00:00,2026-01-06 03:11:50.023231+00:00,709.791,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:11:51.039000+00:00,2026-01-06 03:11:51.025402+00:00,711.039,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:11:52.629000+00:00,2026-01-06 03:11:53.052337+00:00,712.629,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:11:53.800000+00:00,2026-01-06 03:11:54.073545+00:00,713.8,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:11:55.004000+00:00,2026-01-06 03:11:55.088106+00:00,715.004,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:11:56.028000+00:00,2026-01-06 03:11:56.097438+00:00,716.028,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:11:57.052000+00:00,2026-01-06 03:11:57.111078+00:00,717.052,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:11:58.080000+00:00,2026-01-06 03:11:58.109966+00:00,718.08,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:11:59.118000+00:00,2026-01-06 03:11:59.137065+00:00,719.118,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:00.127000+00:00,2026-01-06 03:12:00.147641+00:00,720.127,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:01.004000+00:00,2026-01-06 03:12:01.140474+00:00,721.004,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:02.083000+00:00,2026-01-06 03:12:02.139111+00:00,722.083,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:03.019000+00:00,2026-01-06 03:12:03.140364+00:00,723.019,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:04.811000+00:00,2026-01-06 03:12:05.160918+00:00,724.811,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:06.105000+00:00,2026-01-06 03:12:06.178300+00:00,726.105,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:07.089000+00:00,2026-01-06 03:12:07.195702+00:00,727.089,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:08.196000+00:00,2026-01-06 03:12:08.209121+00:00,728.196,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:09.127000+00:00,2026-01-06 03:12:09.222289+00:00,729.127,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:10.227000+00:00,2026-01-06 03:12:10.239487+00:00,730.227,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:11.203000+00:00,2026-01-06 03:12:11.237094+00:00,731.203,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:12.006000+00:00,2026-01-06 03:12:12.240406+00:00,732.006,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:13.164000+00:00,2026-01-06 03:12:13.248073+00:00,733.164,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:14.244000+00:00,2026-01-06 03:12:14.253278+00:00,734.244,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:15.249000+00:00,2026-01-06 03:12:15.267896+00:00,735.249,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:17.604000+00:00,2026-01-06 03:12:17.603790+00:00,737.604,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:18.338000+00:00,2026-01-06 03:12:18.623403+00:00,738.338,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:23.063000+00:00,2026-01-06 03:12:23.668879+00:00,743.063,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:29.209000+00:00,2026-01-06 03:12:29.277544+00:00,749.209,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:32.812000+00:00,2026-01-06 03:12:32.944938+00:00,752.812,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:35.281000+00:00,2026-01-06 03:12:35.592109+00:00,755.281,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:38.483000+00:00,2026-01-06 03:12:38.571796+00:00,758.483,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:39.479000+00:00,2026-01-06 03:12:39.867122+00:00,759.479,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:41.810000+00:00,2026-01-06 03:12:41.850671+00:00,761.81,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:43.643000+00:00,2026-01-06 03:12:43.644224+00:00,763.643,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:45.641000+00:00,2026-01-06 03:12:45.818724+00:00,765.641,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:46.504000+00:00,2026-01-06 03:12:46.823286+00:00,766.504,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:47.383000+00:00,2026-01-06 03:12:47.840735+00:00,767.383,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:49.127000+00:00,2026-01-06 03:12:49.184138+00:00,769.127,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:51.689000+00:00,2026-01-06 03:12:51.721168+00:00,771.689,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:52.726000+00:00,2026-01-06 03:12:52.746212+00:00,772.726,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:54.005000+00:00,2026-01-06 03:12:54.008608+00:00,774.005,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:55.341000+00:00,2026-01-06 03:12:55.378916+00:00,775.341,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:56.376000+00:00,2026-01-06 03:12:56.384858+00:00,776.376,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:57.162000+00:00,2026-01-06 03:12:57.704690+00:00,777.162,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:12:59.174000+00:00,2026-01-06 03:12:59.187180+00:00,779.174,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:13:00.242000+00:00,2026-01-06 03:13:00.236610+00:00,780.242,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:13:01.194000+00:00,2026-01-06 03:13:01.248977+00:00,781.194,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:13:02.520000+00:00,2026-01-06 03:13:02.902400+00:00,782.52,0.99,0.99,,0.01,,0.01,,,,
2026-01-06 03:13:03.346000+00:00,2026-01-06 03:13:03.940824+00:00,783.346,0.99,0.99,,0.01,,0.01,,,,
