timestamp,collected_at,seconds,up_mid,up_best_bid,up_best_ask,down_mid,down_best_bid,down_best_ask,up_best_bid_size,up_best_ask_size,down_best_bid_size,down_best_ask_size,up_bid_2,up_bid_2_size,up_ask_2,up_ask_2_size,up_bid_3,up_bid_3_size,up_ask_3,up_ask_3_size,up_bid_4,up_bid_4_size,up_ask_4,up_ask_4_size,up_bid_5,up_bid_5_size,up_ask_5,up_ask_5_size,up_bid_6,up_bid_6_size,up_ask_6,up_ask_6_size,down_bid_2,down_bid_2_size,down_ask_2,down_ask_2_size,down_bid_3,down_bid_3_size,down_ask_3,down_ask_3_size,down_bid_4,down_bid_4_size,down_ask_4,down_ask_4_size,down_bid_5,down_bid_5_size,down_ask_5,down_ask_5_size,down_bid_6,down_bid_6_size,down_ask_6,down_ask_6_size
2026-01-07 09:45:00.077000+00:00,2026-01-07 09:44:58.017353+00:00,0.077,0.01,,0.01,0.99,0.99,,,18326.94,23326.94,,,,0.02,370.54,,,0.03,231.13,,,0.04,118.73,,,0.05,223.29,,,0.06,90.98,0.98,370.54,,,0.97,231.13,,,0.96,118.73,,,0.95,223.29,,,0.94,90.98,,
2026-01-07 09:45:01.575000+00:00,2026-01-07 09:44:59.038736+00:00,1.575,0.01,,0.01,0.99,0.99,,,176955.18,176955.18,,,,0.02,370.54,,,0.03,231.13,,,0.04,113.73,,,0.05,223.29,,,0.06,90.98,0.98,370.54,,,0.97,231.13,,,0.96,113.73,,,0.95,223.29,,,0.94,90.98,,
2026-01-07 09:45:02.548000+00:00,2026-01-07 09:45:00.077506+00:00,2.548,0.605,0.6,0.61,0.395,0.39,0.4,13049.32,516.38,595.38,12973.32,0.59,5.0,0.62,304.0,0.58,40.0,0.63,304.0,0.57,1453.21,0.64,304.0,0.56,410.46,0.65,304.0,0.55,1185.83,0.66,243.0,0.38,304.0,0.41,5.0,0.37,304.0,0.42,40.0,0.36,304.0,0.43,1453.21,0.35,304.0,0.44,410.46,0.34,243.0,0.45,1185.83
2026-01-07 09:45:03.404000+00:00,2026-01-07 09:45:01.082238+00:00,3.404,0.605,0.6,0.61,0.395,0.39,0.4,12448.32,635.38,576.38,12463.32,0.59,5.0,0.62,304.0,0.58,40.0,0.63,304.0,0.57,1453.21,0.64,304.0,0.56,410.46,0.65,304.0,0.55,1063.83,0.66,304.0,0.38,304.0,0.41,5.0,0.37,304.0,0.42,40.0,0.36,304.0,0.43,1453.21,0.35,304.0,0.44,410.46,0.34,304.0,0.45,1063.83
2026-01-07 09:45:04.561000+00:00,2026-01-07 09:45:02.087480+00:00,4.561,0.605,0.6,0.61,0.395,0.39,0.4,12424.72,670.46,670.46,12389.72,0.59,5.0,0.62,304.0,0.58,55.0,0.63,319.0,0.57,1453.21,0.64,304.0,0.56,410.46,0.65,304.0,0.55,1063.83,0.66,304.0,0.38,304.0,0.41,5.0,0.37,319.0,0.42,40.0,0.36,304.0,0.43,1453.21,0.35,304.0,0.44,410.46,0.34,304.0,0.45,1063.83
2026-01-07 09:45:05.600000+00:00,2026-01-07 09:45:03.093215+00:00,5.6,0.605,0.6,0.61,0.395,0.39,0.4,11765.02,591.46,655.46,11765.02,0.59,5.0,0.62,304.0,0.58,40.0,0.63,319.0,0.57,1453.21,0.64,304.0,0.56,410.46,0.65,304.0,0.55,1063.83,0.66,304.0,0.38,304.0,0.41,5.0,0.37,319.0,0.42,40.0,0.36,304.0,0.43,1453.21,0.35,304.0,0.44,410.46,0.34,304.0,0.45,1063.83
2026-01-07 09:45:06.564000+00:00,2026-01-07 09:45:04.101080+00:00,6.564,0.605,0.6,0.61,0.395,0.39,0.4,11220.03,634.41,634.41,11220.03,0.59,5.0,0.62,304.0,0.58,40.0,0.63,319.0,0.57,1453.21,0.64,304.0,0.56,410.46,0.65,304.0,0.55,1063.83,0.66,304.0,0.38,304.0,0.41,5.0,0.37,319.0,0.42,40.0,0.36,304.0,0.43,1453.21,0.35,304.0,0.44,410.46,0.34,304.0,0.45,1063.83
2026-01-07 09:45:07.600000+00:00,2026-01-07 09:45:05.109694+00:00,7.6,0.605,0.6,0.61,0.395,0.39,0.4,9972.38,734.88,719.88,9967.38,0.59,5.0,0.62,304.0,0.58,40.0,0.63,319.0,0.57,1453.21,0.64,304.0,0.56,410.46,0.65,304.0,0.55,1063.83,0.66,304.0,0.38,304.0,0.41,5.0,0.37,319.0,0.42,40.0,0.36,304.0,0.43,1453.21,0.35,304.0,0.44,410.46,0.34,304.0,0.45,1063.83
2026-01-07 09:45:08.603000+00:00,2026-01-07 09:45:06.118180+00:00,8.603,0.605,0.6,0.61,0.395,0.39,0.4,9564.85,700.88,636.88,9569.85,0.59,5.0,0.62,374.0,0.58,40.0,0.63,389.0,0.57,1453.21,0.64,374.0,0.56,410.46,0.65,374.0,0.55,1133.83,0.66,374.0,0.38,374.0,0.41,5.0,0.37,389.0,0.42,40.0,0.36,374.0,0.43,1453.21,0.35,374.0,0.44,410.46,0.34,374.0,0.45,1133.83
2026-01-07 09:45:09.415000+00:00,2026-01-07 09:45:07.123951+00:00,9.415,0.605,0.6,0.61,0.395,0.39,0.4,9447.85,736.2,736.2,9375.6,0.59,5.0,0.62,384.0,0.58,40.0,0.63,424.0,0.57,1453.21,0.64,409.0,0.56,410.46,0.65,449.0,0.55,1063.83,0.66,374.0,0.38,384.0,0.41,5.0,0.37,424.0,0.42,40.0,0.36,409.0,0.43,1453.21,0.35,449.0,0.44,410.46,0.34,374.0,0.45,1063.83
