timestamp,collected_at,seconds,up_mid,up_best_bid,up_best_ask,down_mid,down_best_bid,down_best_ask,up_best_bid_size,up_best_ask_size,down_best_bid_size,down_best_ask_size,up_bid_2,up_bid_2_size,up_ask_2,up_ask_2_size,down_bid_2,down_bid_2_size,down_ask_2,down_ask_2_size
2026-01-06 16:45:00.196201+00:00,2026-01-06 16:45:00.196201+00:00,0.196201,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:01.239605+00:00,2026-01-06 16:45:01.239605+00:00,1.239605,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:02.281509+00:00,2026-01-06 16:45:02.281509+00:00,2.281509,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:03.254281+00:00,2026-01-06 16:45:03.254281+00:00,3.254281,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:04.238161+00:00,2026-01-06 16:45:04.238161+00:00,4.238161,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:05.241949+00:00,2026-01-06 16:45:05.241949+00:00,5.241949,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:06.286723+00:00,2026-01-06 16:45:06.286723+00:00,6.286723,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:07.262523+00:00,2026-01-06 16:45:07.262523+00:00,7.262523,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:08.261628+00:00,2026-01-06 16:45:08.261628+00:00,8.261628,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:09.295976+00:00,2026-01-06 16:45:09.295976+00:00,9.295976,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:10.350799+00:00,2026-01-06 16:45:10.350799+00:00,10.350799,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:11.332289+00:00,2026-01-06 16:45:11.332289+00:00,11.332289,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:12.327951+00:00,2026-01-06 16:45:12.327951+00:00,12.327951,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:13.338115+00:00,2026-01-06 16:45:13.338115+00:00,13.338115,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:14.348044+00:00,2026-01-06 16:45:14.348044+00:00,14.348044,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:15.388621+00:00,2026-01-06 16:45:15.388621+00:00,15.388621,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:16.404850+00:00,2026-01-06 16:45:16.404850+00:00,16.40485,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:17.354367+00:00,2026-01-06 16:45:17.354367+00:00,17.354367,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:18.365683+00:00,2026-01-06 16:45:18.365683+00:00,18.365683,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:19.404778+00:00,2026-01-06 16:45:19.404778+00:00,19.404778,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:20.384357+00:00,2026-01-06 16:45:20.384357+00:00,20.384357,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:21.385551+00:00,2026-01-06 16:45:21.385551+00:00,21.385551,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:22.487472+00:00,2026-01-06 16:45:22.487472+00:00,22.487472,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:23.402560+00:00,2026-01-06 16:45:23.402560+00:00,23.40256,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:24.413857+00:00,2026-01-06 16:45:24.413857+00:00,24.413857,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:25.415912+00:00,2026-01-06 16:45:25.415912+00:00,25.415912,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:26.445421+00:00,2026-01-06 16:45:26.445421+00:00,26.445421,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:27.417733+00:00,2026-01-06 16:45:27.417733+00:00,27.417733,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:28.429192+00:00,2026-01-06 16:45:28.429192+00:00,28.429192,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:29.438552+00:00,2026-01-06 16:45:29.438552+00:00,29.438552,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:30.466586+00:00,2026-01-06 16:45:30.466586+00:00,30.466586,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:31.448339+00:00,2026-01-06 16:45:31.448339+00:00,31.448339,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:32.477517+00:00,2026-01-06 16:45:32.477517+00:00,32.477517,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:33.480217+00:00,2026-01-06 16:45:33.480217+00:00,33.480217,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:34.515642+00:00,2026-01-06 16:45:34.515642+00:00,34.515642,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:35.500083+00:00,2026-01-06 16:45:35.500083+00:00,35.500083,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:36.511103+00:00,2026-01-06 16:45:36.511103+00:00,36.511103,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:37.527588+00:00,2026-01-06 16:45:37.527588+00:00,37.527588,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:38.553683+00:00,2026-01-06 16:45:38.553683+00:00,38.553683,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:39.554285+00:00,2026-01-06 16:45:39.554285+00:00,39.554285,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:40.571054+00:00,2026-01-06 16:45:40.571054+00:00,40.571054,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
2026-01-06 16:45:41.535947+00:00,2026-01-06 16:45:41.535947+00:00,41.535947,0.01,,0.01,0.99,0.99,,,27910.84,27909.57,,,,0.02,1172.99,0.98,1172.99,,
