timestamp,data_timestamp_raw,asset,mid,bid,ask,source,is_observed,collected_at
2026-01-06T03:11:35+00:00,03:11:35,XRP,2.397011,2.3968,2.3973,dom,1,2026-01-06T03:12:55.794600+00:00
2026-01-06T03:11:36+00:00,03:11:35,XRP,2.397011,2.3968,2.3973,dom,1,2026-01-06T03:12:56.830967+00:00
2026-01-06T03:11:37+00:00,03:11:35,XRP,2.397112,2.397,2.3974,dom,1,2026-01-06T03:12:59.459974+00:00
2026-01-06T03:11:38+00:00,03:11:35,XRP,2.397212,2.397,2.3975,dom,1,2026-01-06T03:12:59.469302+00:00
2026-01-06T03:11:39+00:00,03:11:35,XRP,2.397212,2.397,2.3975,dom,1,2026-01-06T03:13:00.535710+00:00
2026-01-06T03:11:40+00:00,03:11:35,XRP,2.397212,2.397,2.3975,dom,1,2026-01-06T03:13:01.822350+00:00
2026-01-06T03:11:41+00:00,03:11:35,XRP,2.396911,2.3968,2.3971,dom,1,2026-01-06T03:13:02.972082+00:00
2026-01-06T03:11:42+00:00,03:11:35,XRP,2.396711,2.3965,2.3969,dom,1,2026-01-06T03:13:04.626343+00:00
2026-01-06T03:11:43+00:00,03:11:35,XRP,2.396511,2.3964,2.3968,dom,1,2026-01-06T03:13:06.133034+00:00
2026-01-06T03:11:44+00:00,03:11:35,XRP,2.396611,2.3964,2.3968,dom,1,2026-01-06T03:13:08.236518+00:00
2026-01-06T03:11:45+00:00,03:11:35,XRP,2.396211,2.3959,2.3964,dom,1,2026-01-06T03:13:08.256640+00:00
2026-01-06T03:11:46+00:00,03:11:35,XRP,2.396111,2.3958,2.3963,dom,1,2026-01-06T03:13:09.794172+00:00
2026-01-06T03:11:47+00:00,03:11:35,XRP,2.396111,2.3959,2.3963,dom,1,2026-01-06T03:13:10.792177+00:00
2026-01-06T03:11:48+00:00,03:11:35,XRP,2.396111,2.3959,2.3963,dom,1,2026-01-06T03:13:11.795780+00:00
2026-01-06T03:11:49+00:00,03:11:35,XRP,2.396111,2.3958,2.3963,dom,1,2026-01-06T03:13:12.828279+00:00
2026-01-06T03:11:50+00:00,03:11:35,XRP,2.396011,2.3958,2.3963,dom,1,2026-01-06T03:13:13.814266+00:00
2026-01-06T03:11:51+00:00,03:11:35,XRP,2.395711,2.3956,2.396,dom,1,2026-01-06T03:13:14.862827+00:00
2026-01-06T03:11:52+00:00,03:11:35,XRP,2.395411,2.3953,2.3957,dom,1,2026-01-06T03:13:15.853920+00:00
2026-01-06T03:11:53+00:00,03:11:35,XRP,2.395111,2.395,2.3954,dom,1,2026-01-06T03:13:16.903124+00:00
2026-01-06T03:11:54+00:00,03:11:35,XRP,2.395011,2.3948,2.3951,dom,1,2026-01-06T03:13:18.462933+00:00
2026-01-06T03:11:55+00:00,03:11:35,XRP,2.395311,2.3951,2.3956,dom,1,2026-01-06T03:13:19.910082+00:00
2026-01-06T03:11:56+00:00,03:11:35,XRP,2.395111,2.3949,2.3954,dom,1,2026-01-06T03:13:20.984177+00:00
2026-01-06T03:11:57+00:00,03:11:35,XRP,2.394911,2.3948,2.3952,dom,1,2026-01-06T03:13:21.676241+00:00
2026-01-06T03:11:58+00:00,03:11:35,XRP,2.394911,2.3947,2.3952,dom,1,2026-01-06T03:13:23.067808+00:00
2026-01-06T03:11:59+00:00,03:11:35,XRP,2.394811,2.3946,2.395,dom,1,2026-01-06T03:13:24.687022+00:00
2026-01-06T03:12:00+00:00,03:11:35,XRP,2.394411,2.3942,2.3946,dom,1,2026-01-06T03:13:25.387176+00:00
2026-01-06T03:12:01+00:00,03:11:35,XRP,2.394011,2.3939,2.3942,dom,1,2026-01-06T03:13:26.952398+00:00
2026-01-06T03:12:02+00:00,03:11:35,XRP,2.393711,2.3936,2.394,dom,1,2026-01-06T03:13:28.148323+00:00
2026-01-06T03:12:03+00:00,03:11:35,XRP,2.393911,2.3937,2.3942,dom,1,2026-01-06T03:13:29.543954+00:00
2026-01-06T03:12:04+00:00,03:11:35,XRP,2.393911,2.3937,2.3941,dom,1,2026-01-06T03:13:30.494471+00:00
2026-01-06T03:12:05+00:00,03:11:35,XRP,2.393911,2.3937,2.3941,dom,1,2026-01-06T03:13:31.362716+00:00
2026-01-06T03:12:06+00:00,03:11:35,XRP,2.393911,2.3937,2.3941,dom,1,2026-01-06T03:13:32.193677+00:00
2026-01-06T03:12:07+00:00,03:11:35,XRP,2.393811,2.3936,2.394,dom,1,2026-01-06T03:13:33.651172+00:00
2026-01-06T03:12:08+00:00,03:11:35,XRP,2.393711,2.3936,2.3939,dom,1,2026-01-06T03:13:36.704840+00:00
2026-01-06T03:12:09+00:00,03:11:35,XRP,2.393711,2.3935,2.3941,dom,1,2026-01-06T03:13:36.888866+00:00
2026-01-06T03:12:10+00:00,03:11:35,XRP,2.393711,2.3936,2.3941,dom,1,2026-01-06T03:13:38.074910+00:00
2026-01-06T03:12:11+00:00,03:11:35,XRP,2.393511,2.3933,2.3937,dom,1,2026-01-06T03:13:40.607916+00:00
2026-01-06T03:12:12+00:00,03:11:35,XRP,2.393611,2.3933,2.3939,dom,1,2026-01-06T03:13:40.633654+00:00
2026-01-06T03:12:13+00:00,03:11:35,XRP,2.393711,2.3934,2.3939,dom,1,2026-01-06T03:13:41.720145+00:00
2026-01-06T03:12:14+00:00,03:11:35,XRP,2.393711,2.3935,2.394,dom,1,2026-01-06T03:13:42.833468+00:00
2026-01-06T03:12:15+00:00,03:11:35,XRP,2.394011,2.3938,2.3943,dom,1,2026-01-06T03:13:44.604511+00:00
2026-01-06T03:12:16+00:00,03:11:35,XRP,2.393811,2.3936,2.394,dom,1,2026-01-06T03:13:46.401580+00:00
2026-01-06T03:12:17+00:00,03:11:35,XRP,2.393711,2.3935,2.394,dom,1,2026-01-06T03:13:48.210578+00:00
2026-01-06T03:12:18+00:00,03:11:35,XRP,2.393611,2.3934,2.3939,dom,1,2026-01-06T03:13:48.295000+00:00
2026-01-06T03:12:19+00:00,03:11:35,XRP,2.393611,2.3934,2.3938,dom,1,2026-01-06T03:13:49.387601+00:00
2026-01-06T03:12:20+00:00,03:11:35,XRP,2.393511,2.3933,2.3938,dom,1,2026-01-06T03:13:50.523988+00:00
2026-01-06T03:12:21+00:00,03:11:35,XRP,2.393511,2.3933,2.3938,dom,1,2026-01-06T03:13:51.541839+00:00
2026-01-06T03:12:22+00:00,03:11:35,XRP,2.393111,2.3929,2.3933,dom,1,2026-01-06T03:13:52.792177+00:00
