timestamp,collected_at,seconds,up_mid,up_best_bid,up_best_ask,down_mid,down_best_bid,down_best_ask,up_best_bid_size,up_best_ask_size,down_best_bid_size,down_best_ask_size,up_bid_2,up_bid_2_size,up_ask_2,up_ask_2_size,down_bid_2,down_bid_2_size,down_ask_2,down_ask_2_size
2026-01-06 17:00:00.005000+00:00,2026-01-06 17:00:00.599866+00:00,0.005,0.515,0.51,0.52,0.485,0.48,0.49,21.0,89.35,89.35,21.0,0.5,39.37,0.53,174.33,0.47,174.33,0.5,39.37
2026-01-06 17:00:00.742000+00:00,2026-01-06 17:00:01.220445+00:00,0.742,0.515,0.51,0.52,0.485,0.48,0.49,21.0,89.35,89.35,21.0,0.5,39.37,0.53,174.33,0.47,174.33,0.5,39.37
2026-01-06 17:00:01.063000+00:00,2026-01-06 17:00:01.600330+00:00,1.063,0.515,0.51,0.52,0.485,0.48,0.49,1.0,89.35,99.35,1.0,0.5,39.37,0.53,174.33,0.47,174.33,0.5,39.37
2026-01-06 17:00:01.777000+00:00,2026-01-06 17:00:02.254143+00:00,1.777,0.505,0.5,0.51,0.495,0.49,0.5,58.37,131.69,146.69,49.37,0.49,124.19,0.52,205.35,0.48,205.35,0.51,124.19
2026-01-06 17:00:02.240000+00:00,2026-01-06 17:00:02.700528+00:00,2.24,0.48,0.47,0.49,0.52,0.51,0.53,5.0,56.81,61.81,10.0,0.45,209.06,0.5,88.08,0.5,88.08,0.55,209.06
2026-01-06 17:00:02.853000+00:00,2026-01-06 17:00:03.342311+00:00,2.853,0.485,0.48,0.49,0.515,0.51,0.52,7.0,40.48,40.48,7.0,0.47,5.0,0.5,88.08,0.5,88.08,0.53,5.0
2026-01-06 17:00:03.267000+00:00,2026-01-06 17:00:03.716881+00:00,3.267,0.48,0.47,0.49,0.52,0.51,0.53,1.86,38.46,38.46,1.86,0.45,93.06,0.5,88.08,0.5,88.08,0.55,209.06
2026-01-06 17:00:03.855000+00:00,2026-01-06 17:00:04.346512+00:00,3.855,0.475,0.47,0.48,0.525,0.52,0.53,26.86,10.0,25.0,56.86,0.45,88.06,0.5,88.08,0.5,88.08,0.55,88.06
2026-01-06 17:00:04.276000+00:00,2026-01-06 17:00:04.726203+00:00,4.276,0.485,0.48,0.49,0.515,0.51,0.52,15.0,15.0,45.0,15.0,0.47,6.86,0.5,88.08,0.5,88.08,0.53,6.86
2026-01-06 17:00:04.929000+00:00,2026-01-06 17:00:05.403084+00:00,4.929,0.475,0.47,0.48,0.545,0.54,0.55,10.86,60.0,46.0,75.07,0.46,46.0,0.49,177.0,0.53,15.0,0.56,30.0
2026-01-06 17:00:05.270000+00:00,2026-01-06 17:00:05.731320+00:00,5.27,0.455,0.45,0.46,0.545,0.54,0.55,55.07,46.0,51.0,1.24,0.44,30.0,0.47,15.0,0.53,15.0,0.56,30.0
2026-01-06 17:00:05.931000+00:00,2026-01-06 17:00:06.392365+00:00,5.931,0.445,0.44,0.45,0.555,0.55,0.56,45.0,15.39,10.39,45.0,0.43,9.47,0.46,81.0,0.54,96.0,0.57,9.47
2026-01-06 17:00:06.297000+00:00,2026-01-06 17:00:06.735271+00:00,6.297,0.455,0.45,0.46,0.565,0.56,0.57,10.0,96.0,15.0,188.9,0.44,39.0,0.47,101.0,0.55,101.0,0.58,166.0
2026-01-06 17:00:06.949000+00:00,2026-01-06 17:00:07.403477+00:00,6.949,0.435,0.43,0.44,0.575,0.57,0.58,97.89,60.0,9.11,50.0,0.42,65.0,0.45,217.0,0.56,45.0,0.59,237.0
2026-01-06 17:00:07.278000+00:00,2026-01-06 17:00:07.743005+00:00,7.278,0.425,0.42,0.43,0.575,0.57,0.58,25.22,9.11,64.11,30.22,0.41,222.0,0.44,45.0,0.56,65.0,0.59,242.0
2026-01-06 17:00:07.942000+00:00,2026-01-06 17:00:08.397020+00:00,7.942,0.425,0.42,0.43,0.575,0.57,0.58,50.0,22.13,57.13,50.0,0.41,145.0,0.44,162.0,0.56,152.0,0.59,150.0
2026-01-06 17:00:08.170000+00:00,2026-01-06 17:00:08.749524+00:00,8.17,0.425,0.42,0.43,0.575,0.57,0.58,50.0,52.13,65.48,18.0,0.41,150.0,0.44,157.0,0.56,157.84,0.59,150.0
2026-01-06 17:00:08.926000+00:00,2026-01-06 17:00:09.424638+00:00,8.926,0.425,0.42,0.43,0.575,0.57,0.58,15.0,77.13,77.13,15.0,0.41,120.0,0.44,157.84,0.56,157.84,0.59,120.0
2026-01-06 17:00:09.302000+00:00,2026-01-06 17:00:09.764116+00:00,9.302,0.425,0.42,0.43,0.575,0.57,0.58,15.0,77.13,77.13,15.0,0.41,115.0,0.44,172.84,0.56,172.84,0.59,115.0
2026-01-06 17:00:09.974000+00:00,2026-01-06 17:00:10.435393+00:00,9.974,0.425,0.42,0.43,0.585,0.58,0.59,13.13,133.13,30.0,80.0,0.41,80.0,0.44,152.84,0.57,133.13,0.6,126.0
2026-01-06 17:00:10.303000+00:00,2026-01-06 17:00:10.766570+00:00,10.303,0.415,0.41,0.42,0.585,0.58,0.59,80.0,90.0,85.0,80.0,0.4,131.0,0.43,131.0,0.57,136.0,0.6,151.0
2026-01-06 17:00:11.415000+00:00,2026-01-06 17:00:11.880931+00:00,11.415,0.405,0.4,0.41,0.595,0.59,0.6,181.0,30.0,35.0,176.0,0.39,136.0,0.42,109.0,0.58,104.0,0.61,141.0
2026-01-06 17:00:11.063000+00:00,2026-01-06 17:00:11.485628+00:00,11.063,0.415,0.41,0.42,0.59,0.58,0.6,7.0,119.0,124.0,181.0,0.4,181.0,0.43,131.0,0.57,141.0,0.61,136.0
2026-01-06 17:00:12.404000+00:00,2026-01-06 17:00:12.904132+00:00,12.404,0.405,0.4,0.41,0.595,0.59,0.6,186.0,24.0,39.0,171.0,0.39,146.0,0.42,181.0,0.58,181.0,0.61,216.0
2026-01-06 17:00:12.453000+00:00,2026-01-06 17:00:12.914553+00:00,12.453,0.405,0.4,0.41,0.595,0.59,0.6,186.0,24.0,39.0,156.0,0.39,146.0,0.42,181.0,0.58,181.0,0.61,216.0
2026-01-06 17:00:13.469000+00:00,2026-01-06 17:00:13.919798+00:00,13.469,0.405,0.4,0.41,0.595,0.59,0.6,375.83,14.0,14.0,355.83,0.39,398.0,0.42,188.0,0.58,188.0,0.61,418.0
2026-01-06 17:00:13.469000+00:00,2026-01-06 17:00:13.934791+00:00,13.469,0.405,0.4,0.41,0.595,0.59,0.6,375.83,14.0,29.0,360.83,0.39,398.0,0.42,188.0,0.58,173.0,0.61,418.0
2026-01-06 17:00:14.463000+00:00,2026-01-06 17:00:14.938127+00:00,14.463,0.425,0.42,0.43,0.575,0.57,0.58,19.0,227.0,307.0,19.0,0.41,126.0,0.44,61.84,0.56,131.84,0.59,126.0
2026-01-06 17:00:14.724000+00:00,2026-01-06 17:00:15.179726+00:00,14.724,0.425,0.42,0.43,0.575,0.57,0.58,19.0,307.0,302.0,19.0,0.41,121.0,0.44,252.84,0.56,252.84,0.59,121.0
2026-01-06 17:00:16.262000+00:00,2026-01-06 17:00:16.722732+00:00,16.262,0.405,0.4,0.41,0.595,0.59,0.6,228.83,59.56,59.56,313.83,0.39,257.0,0.42,47.87,0.58,47.87,0.61,257.0
2026-01-06 17:00:16.355000+00:00,2026-01-06 17:00:16.816383+00:00,16.355,0.405,0.4,0.41,0.595,0.59,0.6,313.83,59.56,59.56,313.83,0.39,257.0,0.42,47.87,0.58,118.87,0.61,262.0
2026-01-06 17:00:17.198000+00:00,2026-01-06 17:00:17.733356+00:00,17.198,0.415,0.41,0.42,0.585,0.58,0.59,192.51,45.0,45.0,192.51,0.4,258.83,0.43,78.0,0.57,78.0,0.6,258.83
2026-01-06 17:00:17.392000+00:00,2026-01-06 17:00:17.833374+00:00,17.392,0.415,0.41,0.42,0.585,0.58,0.59,192.51,45.0,2.14,187.51,0.4,258.83,0.43,78.0,0.57,78.0,0.6,258.83
2026-01-06 17:00:18.273000+00:00,2026-01-06 17:00:18.747592+00:00,18.273,0.425,0.42,0.43,0.575,0.57,0.58,11.0,57.0,57.0,11.0,0.41,122.0,0.44,106.84,0.56,106.84,0.59,122.0
2026-01-06 17:00:18.344000+00:00,2026-01-06 17:00:18.841254+00:00,18.344,0.425,0.42,0.43,0.585,0.58,0.59,11.0,57.0,15.0,132.0,0.41,122.0,0.44,106.84,0.57,57.0,0.6,227.83
2026-01-06 17:00:19.283000+00:00,2026-01-06 17:00:19.753258+00:00,19.283,0.425,0.42,0.43,0.575,0.57,0.58,50.0,52.0,52.0,36.0,0.41,283.74,0.44,66.84,0.56,51.84,0.59,283.74
2026-01-06 17:00:19.401000+00:00,2026-01-06 17:00:19.860735+00:00,19.401,0.425,0.42,0.43,0.575,0.57,0.58,36.0,52.0,22.0,81.0,0.41,283.74,0.44,51.84,0.56,86.84,0.59,268.74
2026-01-06 17:00:20.288000+00:00,2026-01-06 17:00:20.759588+00:00,20.288,0.435,0.43,0.44,0.565,0.56,0.57,82.24,41.0,36.0,67.24,0.42,10.0,0.46,35.0,0.54,156.0,0.58,10.0
2026-01-06 17:00:20.421000+00:00,2026-01-06 17:00:20.877065+00:00,20.421,0.435,0.43,0.44,0.565,0.56,0.57,67.24,36.0,31.0,67.24,0.42,10.0,0.46,35.0,0.55,71.0,0.58,10.0
2026-01-06 17:00:21.318000+00:00,2026-01-06 17:00:21.770148+00:00,21.318,0.435,0.43,0.44,0.565,0.56,0.57,21.0,40.0,40.0,92.62,0.42,238.0,0.45,113.0,0.55,113.0,0.58,238.0
2026-01-06 17:00:21.412000+00:00,2026-01-06 17:00:21.879219+00:00,21.412,0.435,0.43,0.44,0.565,0.56,0.57,76.0,40.0,40.0,92.62,0.42,238.0,0.45,113.0,0.55,113.0,0.58,238.0
2026-01-06 17:00:22.262000+00:00,2026-01-06 17:00:22.810265+00:00,22.262,0.435,0.43,0.44,0.555,0.55,0.56,404.69,14.0,35.77,65.0,0.42,413.0,0.45,78.0,0.54,71.0,0.57,344.69
2026-01-06 17:00:22.441000+00:00,2026-01-06 17:00:22.898044+00:00,22.441,0.44,0.43,0.45,0.555,0.55,0.56,369.69,35.77,35.77,169.21,0.42,403.0,0.46,71.0,0.54,71.0,0.57,349.69
2026-01-06 17:00:23.369000+00:00,2026-01-06 17:00:23.824743+00:00,23.369,0.445,0.44,0.45,0.555,0.55,0.56,156.4,34.77,54.77,156.4,0.43,371.71,0.46,71.0,0.54,71.0,0.57,371.71
2026-01-06 17:00:23.393000+00:00,2026-01-06 17:00:23.898713+00:00,23.393,0.445,0.44,0.45,0.555,0.55,0.56,156.4,39.77,49.77,141.4,0.43,371.71,0.46,71.0,0.54,77.0,0.57,381.71
2026-01-06 17:00:24.377000+00:00,2026-01-06 17:00:24.839105+00:00,24.377,0.445,0.44,0.45,0.555,0.55,0.56,74.61,46.0,51.0,74.61,0.43,236.71,0.46,71.0,0.54,51.0,0.57,236.71
2026-01-06 17:00:24.454000+00:00,2026-01-06 17:00:24.911875+00:00,24.454,0.445,0.44,0.45,0.555,0.55,0.56,74.61,51.0,106.0,74.61,0.43,271.71,0.46,71.0,0.54,46.0,0.57,236.71
2026-01-06 17:00:25.326000+00:00,2026-01-06 17:00:25.844144+00:00,25.326,0.435,0.43,0.44,0.565,0.56,0.57,39.71,70.0,81.02,39.71,0.42,5.0,0.45,122.0,0.55,128.96,0.58,5.0
2026-01-06 17:00:25.446000+00:00,2026-01-06 17:00:25.915982+00:00,25.446,0.435,0.43,0.44,0.565,0.56,0.57,39.71,81.02,81.02,44.71,0.42,5.0,0.45,128.96,0.55,133.96,0.58,10.0
2026-01-06 17:00:26.352000+00:00,2026-01-06 17:00:26.834605+00:00,26.352,0.435,0.43,0.44,0.565,0.56,0.57,5.04,41.02,41.02,5.04,0.42,302.0,0.45,158.96,0.55,158.96,0.58,302.0
2026-01-06 17:00:26.352000+00:00,2026-01-06 17:00:26.928649+00:00,26.352,0.435,0.43,0.44,0.565,0.56,0.57,5.04,41.02,41.02,10.04,0.42,302.0,0.45,158.96,0.55,158.96,0.58,302.0
2026-01-06 17:00:27.410000+00:00,2026-01-06 17:00:27.862018+00:00,27.41,0.435,0.43,0.44,0.575,0.57,0.58,1.81,147.02,35.0,41.08,0.42,76.0,0.45,133.96,0.56,142.02,0.59,226.0
2026-01-06 17:00:27.498000+00:00,2026-01-06 17:00:27.944466+00:00,27.498,0.425,0.42,0.43,0.575,0.57,0.58,41.08,15.0,35.0,41.08,0.41,105.0,0.44,147.02,0.56,142.02,0.59,226.0
2026-01-06 17:00:28.314000+00:00,2026-01-06 17:00:28.853325+00:00,28.314,0.425,0.42,0.43,0.575,0.57,0.58,151.08,35.0,35.0,151.08,0.41,342.0,0.44,175.02,0.56,275.02,0.59,342.0
2026-01-06 17:00:28.677000+00:00,2026-01-06 17:00:28.946028+00:00,28.677,0.425,0.42,0.43,0.575,0.57,0.58,151.08,35.0,5.0,317.08,0.41,412.0,0.44,275.02,0.56,140.02,0.59,397.0
2026-01-06 17:00:29.398000+00:00,2026-01-06 17:00:29.858078+00:00,29.398,0.425,0.42,0.43,0.575,0.57,0.58,231.0,40.0,40.0,231.0,0.41,412.0,0.44,211.02,0.56,211.02,0.59,412.0
2026-01-06 17:00:29.483000+00:00,2026-01-06 17:00:29.950454+00:00,29.483,0.425,0.42,0.43,0.575,0.57,0.58,231.0,40.0,40.0,231.0,0.41,412.0,0.44,211.02,0.56,211.02,0.59,412.0
2026-01-06 17:00:30.408000+00:00,2026-01-06 17:00:30.865623+00:00,30.408,0.415,0.41,0.42,0.585,0.58,0.59,142.0,60.0,60.0,142.0,0.4,248.83,0.43,65.0,0.57,136.0,0.6,248.83
2026-01-06 17:00:30.488000+00:00,2026-01-06 17:00:30.953063+00:00,30.488,0.415,0.41,0.42,0.585,0.58,0.59,142.0,60.0,60.0,142.0,0.4,248.83,0.43,65.0,0.57,136.0,0.6,248.83
2026-01-06 17:00:31.403000+00:00,2026-01-06 17:00:31.866055+00:00,31.403,0.415,0.41,0.42,0.585,0.58,0.59,158.8,55.0,54.0,163.8,0.4,304.83,0.43,207.0,0.57,257.0,0.6,309.83
2026-01-06 17:00:31.477000+00:00,2026-01-06 17:00:31.967491+00:00,31.477,0.415,0.41,0.42,0.585,0.58,0.59,163.8,54.0,54.0,37.8,0.4,309.83,0.43,257.0,0.57,257.0,0.6,309.83
2026-01-06 17:00:32.414000+00:00,2026-01-06 17:00:32.875911+00:00,32.414,0.415,0.41,0.42,0.585,0.58,0.59,270.8,5.0,5.0,250.8,0.4,455.83,0.43,227.0,0.57,222.0,0.6,470.83
2026-01-06 17:00:32.484000+00:00,2026-01-06 17:00:32.987830+00:00,32.484,0.415,0.41,0.42,0.585,0.58,0.59,250.8,5.0,20.0,250.8,0.4,470.83,0.43,222.0,0.57,236.8,0.6,470.83
2026-01-06 17:00:33.436000+00:00,2026-01-06 17:00:33.899167+00:00,33.436,0.415,0.41,0.42,0.585,0.58,0.59,133.0,111.0,111.0,12.0,0.4,445.83,0.43,271.8,0.57,276.8,0.6,329.83
